

COLOR_GrasSurface
N042.44.27.963 E002.52.17.875
N042.44.28.070 E002.52.18.135
N042.44.28.120 E002.52.18.272
N042.44.28.166 E002.52.18.426
N042.44.28.192 E002.52.18.592
N042.44.28.201 E002.52.18.780
N042.44.28.195 E002.52.18.953
N042.44.28.169 E002.52.19.176
N042.44.28.128 E002.52.19.413
N042.44.28.093 E002.52.19.601
N042.44.28.063 E002.52.19.746
N042.44.28.023 E002.52.19.889
N042.44.27.975 E002.52.20.070
N042.44.27.930 E002.52.20.215
N042.44.28.136 E002.52.20.244
N042.44.30.435 E002.52.18.291
N042.44.30.201 E002.52.18.349
N042.44.30.057 E002.52.18.375
N042.44.29.918 E002.52.18.394
N042.44.29.797 E002.52.18.409
N042.44.29.668 E002.52.18.413
N042.44.29.567 E002.52.18.396
N042.44.29.457 E002.52.18.355
N042.44.29.336 E002.52.18.315
N042.44.29.208 E002.52.18.249
N042.44.29.073 E002.52.18.162
N042.44.28.942 E002.52.18.053
N042.44.28.821 E002.52.17.932
N042.44.28.694 E002.52.17.776
N042.44.28.593 E002.52.17.618
N042.44.28.436 E002.52.17.298
N042.44.27.042 E002.52.14.211
N042.44.26.496 E002.52.14.647


COLOR_HardSurface4
N042.44.59.713 E002.51.47.998
N042.44.59.744 E002.51.47.754
N042.44.59.777 E002.51.47.551
N042.44.59.824 E002.51.47.346
N042.44.59.872 E002.51.47.172
N042.44.59.924 E002.51.46.998
N042.44.59.990 E002.51.46.849
N042.45.00.045 E002.51.46.752
N042.45.00.112 E002.51.46.655
N042.45.00.190 E002.51.46.542
N042.45.00.304 E002.51.46.389
N042.44.58.259 E002.51.48.086
N042.44.58.633 E002.51.48.558
N042.44.59.001 E002.51.49.143
N042.44.59.261 E002.51.49.951
N042.44.59.402 E002.51.50.864


COLOR_HardSurface4
N042.44.26.836 E002.52.13.055
N042.44.27.347 E002.52.13.077
N042.44.30.888 E002.52.11.008
N042.44.34.182 E002.52.08.255
N042.44.32.747 E002.52.08.630
N042.44.31.920 E002.52.08.279
N042.44.31.696 E002.52.07.923
N042.44.29.513 E002.52.09.769
N042.44.27.639 E002.52.11.335
N042.44.27.567 E002.52.11.213
N042.44.27.058 E002.52.11.642
N042.44.26.766 E002.52.10.995
N042.44.26.756 E002.52.10.866
N042.44.27.236 E002.52.10.263
N042.44.27.142 E002.52.09.617
N042.44.27.041 E002.52.08.310
N042.44.27.660 E002.52.07.666
N042.44.27.271 E002.52.06.082
N042.44.26.967 E002.52.05.894
N042.44.26.710 E002.52.05.066
N042.44.26.508 E002.52.03.660
N042.44.26.382 E002.52.03.669
N042.44.26.210 E002.52.02.659
N042.44.26.207 E002.52.02.592
N042.44.26.213 E002.52.02.533
N042.44.26.230 E002.52.02.486
N042.44.26.093 E002.52.01.394
N042.44.25.030 E002.52.01.940
N042.44.26.546 E002.52.12.600


COLOR_HardSurface4
N042.43.56.605 E002.52.30.901
N042.43.57.190 E002.52.31.481
N042.43.57.201 E002.52.31.502
N042.43.57.208 E002.52.31.524
N042.43.57.212 E002.52.31.558
N042.43.57.328 E002.52.31.373
N042.43.57.437 E002.52.31.155
N042.43.56.805 E002.52.30.515


COLOR_HardSurface4
N042.44.06.295 E002.52.13.680
N042.44.01.732 E002.52.21.698
N042.44.01.581 E002.52.21.953
N042.44.01.665 E002.52.22.033
N042.43.59.078 E002.52.26.397
N042.43.59.243 E002.52.26.580
N042.44.06.433 E002.52.13.806


COLOR_RunwayGrass
N042.44.07.578 E002.52.14.999
N042.44.08.622 E002.52.13.198
N042.44.08.102 E002.52.12.730
N042.44.07.893 E002.52.12.517
N042.44.07.771 E002.52.12.385
N042.44.07.708 E002.52.12.281
N042.44.07.662 E002.52.12.106
N042.44.07.548 E002.52.12.208
N042.44.07.413 E002.52.12.333
N042.44.07.294 E002.52.12.495
N042.44.07.162 E002.52.12.674
N042.44.07.002 E002.52.12.938
N042.44.06.673 E002.52.13.483
N042.44.06.461 E002.52.13.851
N042.44.07.374 E002.52.14.799


COLOR_HardSurface3
N042.44.37.053 E002.52.02.897
N042.44.37.067 E002.52.02.870
N042.44.37.861 E002.52.02.289
N042.44.37.977 E002.51.59.389
N042.44.35.080 E002.51.59.361
N042.44.34.673 E002.52.00.169
N042.44.34.617 E002.52.00.343
N042.44.34.568 E002.52.00.584
N042.44.34.298 E002.52.02.185
N042.44.34.291 E002.52.02.246
N042.44.34.298 E002.52.02.281
N042.44.34.330 E002.52.02.327
N042.44.35.663 E002.52.03.602
N042.44.35.729 E002.52.03.652
N042.44.35.789 E002.52.03.644
N042.44.36.060 E002.52.03.552
N042.44.36.286 E002.52.03.429
N042.44.36.550 E002.52.03.268
N042.44.36.706 E002.52.03.185
N042.44.37.056 E002.52.02.919


COLOR_HardSurface3
N042.44.26.459 E002.52.11.818
N042.44.25.056 E002.52.01.918
N042.44.23.753 E002.52.02.534
N042.44.23.438 E002.52.02.682
N042.44.23.204 E002.52.02.815
N042.44.23.037 E002.52.02.947
