COLOR_GrasSurface
N044.49.22.682 E000.31.12.155
N044.49.22.610 E000.31.11.962
N044.49.22.522 E000.31.11.650
N044.49.22.515 E000.31.11.604
N044.49.24.008 E000.30.43.870
N044.49.25.620 E000.30.44.007
N044.49.25.647 E000.30.43.583
N044.49.24.027 E000.30.43.453
N044.49.24.918 E000.30.26.707
N044.49.24.954 E000.30.26.203
N044.49.24.991 E000.30.25.766
N044.49.25.030 E000.30.25.415
N044.49.25.080 E000.30.25.120
N044.49.25.147 E000.30.24.899
N044.49.25.204 E000.30.24.760
N044.49.25.303 E000.30.24.607
N044.49.25.374 E000.30.24.504
N044.49.25.484 E000.30.24.394
N044.49.25.583 E000.30.24.323
N044.49.25.764 E000.30.24.256
N044.49.25.943 E000.30.24.236
N044.49.26.142 E000.30.24.220
N044.49.26.352 E000.30.24.223
N044.49.29.016 E000.30.24.480
N044.49.29.171 E000.30.24.508
N044.49.29.322 E000.30.24.583
N044.49.29.431 E000.30.24.683
N044.49.29.546 E000.30.24.803
N044.49.29.644 E000.30.24.959
N044.49.29.713 E000.30.25.103
N044.49.29.771 E000.30.25.264
N044.49.29.808 E000.30.25.429
N044.49.29.837 E000.30.25.562
N044.49.29.846 E000.30.26.029
N044.49.30.090 E000.30.21.392

COLOR_RunwayConcrete
N044.49.30.297 E000.30.17.505
N044.49.24.878 E000.31.57.582
N044.49.26.319 E000.31.57.680
N044.49.31.711 E000.30.17.624

COLOR_RunwayGrass
N044.49.26.332 E000.30.31.122
N044.49.24.431 E000.31.05.988
N044.49.26.332 E000.31.06.185
N044.49.28.229 E000.30.31.316

COLOR_Building
N044.49.20.150 E000.30.58.998
N044.49.20.231 E000.30.57.642
N044.49.19.593 E000.30.57.556
N044.49.19.507 E000.30.58.920

COLOR_Building
N044.49.20.201 E000.30.56.999
N044.49.20.238 E000.30.56.580
N044.49.19.871 E000.30.56.563
N044.49.19.846 E000.30.56.976

COLOR_Building
N044.49.20.292 E000.30.56.435
