COLOR_GrasSurface
N047.57.04.895 E000.12.00.829
N047.57.04.678 E000.12.01.661
N047.57.04.609 E000.12.01.832
N047.57.04.542 E000.12.01.935
N047.57.04.444 E000.12.02.027
N047.57.04.355 E000.12.02.085
N047.57.04.261 E000.12.02.122
N047.57.04.161 E000.12.02.114
N047.57.04.061 E000.12.02.089
N047.57.03.903 E000.12.02.010
N047.57.00.615 E000.12.00.197
N047.57.00.118 E000.11.59.934
N047.56.59.946 E000.11.59.934
N047.56.59.413 E000.11.59.630
N047.56.54.463 E000.11.56.906
N047.56.54.360 E000.11.56.830
N047.56.54.282 E000.11.56.740
N047.56.54.227 E000.11.56.663
N047.56.54.190 E000.11.56.573
N047.56.54.164 E000.11.56.480
N047.56.54.145 E000.11.56.399
N047.56.54.137 E000.11.56.314
N047.56.53.821 E000.11.56.156
N047.56.53.779 E000.11.56.201
N047.56.53.715 E000.11.56.254
N047.56.53.662 E000.11.56.291
N047.56.53.610 E000.11.56.309
N047.56.53.556 E000.11.56.318
N047.56.53.499 E000.11.56.315
N047.56.53.419 E000.11.56.303
N047.56.53.355 E000.11.56.277
N047.56.53.264 E000.11.56.233
N047.56.51.962 E000.11.55.524
N047.56.51.812 E000.11.55.436
N047.56.51.736 E000.11.55.377
N047.56.51.659 E000.11.55.275
N047.56.51.581 E000.11.55.129
N047.56.51.525 E000.11.54.943
N047.56.51.485 E000.11.54.741
N047.56.51.460 E000.11.54.503
N047.56.51.462 E000.11.54.447
N047.56.51.493 E000.11.54.329
N047.56.51.541 E000.11.54.158
N047.56.50.834 E000.11.53.770
N047.56.50.842 E000.11.53.811
N047.56.50.857 E000.11.53.899
N047.56.50.857 E000.11.54.002
N047.56.50.847 E000.11.54.093
N047.56.50.824 E000.11.54.188
N047.56.50.791 E000.11.54.275
N047.56.50.745 E000.11.54.354
N047.56.50.697 E000.11.54.430
N047.56.50.629 E000.11.54.475
N047.56.50.552 E000.11.54.506
N047.56.50.466 E000.11.54.513
N047.56.50.383 E000.11.54.493
N047.56.47.671 E000.11.53.002
N047.56.44.527 E000.11.51.272
N047.56.44.349 E000.11.51.162
N047.56.44.215 E000.11.51.025
N047.56.44.129 E000.11.50.888
N047.56.44.088 E000.11.50.769
N047.56.44.070 E000.11.50.656
N047.56.44.076 E000.11.50.516
N047.56.44.104 E000.11.50.394
N047.56.44.145 E000.11.50.297
N047.56.44.202 E000.11.50.233
N047.56.44.296 E000.11.50.163
N047.56.43.345 E000.11.49.633
N047.56.43.404 E000.11.49.754
N047.56.43.423 E000.11.49.846
N047.56.43.431 E000.11.50.228
N047.56.43.423 E000.11.50.377
N047.56.43.367 E000.11.50.651
N047.56.42.317 E000.11.54.873
N047.56.42.761 E000.11.55.093

COLOR_RunwayGrass
N047.56.39.675 E000.12.03.462
N047.57.09.237 E000.12.19.779
N047.57.10.165 E000.12.16.140
N047.56.40.589 E000.11.59.812

COLOR_RunwayConcrete
N047.56.30.533 E000.11.53.480
N047.57.13.620 E000.12.17.236
N047.57.14.687 E000.12.13.066
N047.57.14.371 E000.12.12.895
N047.57.13.842 E000.12.14.938
N047.57.13.785 E000.12.15.119
N047.57.13.750 E000.12.15.226
N047.57.13.709 E000.12.15.303
N047.57.13.651 E000.12.15.360
N047.57.13.595 E000.12.15.410
N047.57.13.529 E000.12.15.447
N047.57.13.451 E000.12.15.474
N047.57.13.381 E000.12.15.484
N047.57.13.316 E000.12.15.491
N047.57.13.242 E000.12.15.477
N047.57.13.125 E000.12.15.420
N047.56.59.780 E000.12.08.057
N047.56.59.686 E000.12.07.970
N047.56.59.635 E000.12.07.883
N047.56.59.585 E000.12.07.785
N047.56.59.538 E000.12.07.685
N047.56.59.491 E000.12.07.554
N047.56.59.457 E000.12.07.396
N047.56.59.435 E000.12.07.229
