COLOR_GrasSurface
N049.27.44.453 E002.07.22.249

COLOR_HardSurface2
N049.27.27.072 E002.06.35.036
N049.27.27.278 E002.06.35.230
N049.27.27.440 E002.06.35.411
N049.27.27.602 E002.06.35.608
N049.27.27.721 E002.06.35.764
N049.27.28.029 E002.06.34.838
N049.27.27.050 E002.06.34.043
N049.27.26.780 E002.06.34.800

COLOR_HardSurface2
N049.27.28.017 E002.06.54.158
N049.27.27.744 E002.06.54.656
N049.27.26.813 E002.06.55.950
N049.27.26.112 E002.06.56.922
N049.27.25.915 E002.06.57.176
N049.27.25.786 E002.06.57.273
N049.27.25.635 E002.06.57.339
N049.27.25.479 E002.06.57.362
N049.27.25.305 E002.06.57.332
N049.27.25.187 E002.06.57.278
N049.27.25.033 E002.06.57.164
N049.27.22.746 E002.06.54.609
N049.27.22.564 E002.06.54.379
N049.27.19.988 E002.06.50.903
N049.27.19.521 E002.06.51.754
N049.27.24.312 E002.06.58.254
N049.27.24.500 E002.06.58.468
N049.27.24.681 E002.06.58.630
N049.27.24.841 E002.06.58.746
N049.27.25.026 E002.06.58.833
N049.27.25.259 E002.06.58.899
N049.27.25.480 E002.06.58.934
N049.27.25.674 E002.06.58.921
N049.27.25.866 E002.06.58.875
N049.27.26.066 E002.06.58.800
N049.27.26.252 E002.06.58.682
N049.27.26.383 E002.06.58.589
N049.27.26.496 E002.06.58.487
N049.27.26.618 E002.06.58.350
N049.27.26.745 E002.06.58.185
N049.27.26.869 E002.06.57.991
N049.27.27.529 E002.06.56.842
N049.27.27.859 E002.06.56.284
N049.27.28.040 E002.06.55.995
N049.27.28.345 E002.06.55.596
N049.27.28.513 E002.06.55.416
N049.27.28.717 E002.06.55.246

COLOR_HardSurface3
N049.27.39.207 E002.07.11.596
N049.27.39.256 E002.07.11.573
N049.27.39.304 E002.07.11.562
N049.27.39.371 E002.07.11.564
N049.27.39.430 E002.07.11.582
N049.27.39.482 E002.07.11.617
N049.27.39.603 E002.07.11.747
N049.27.40.054 E002.07.12.339
N049.27.40.175 E002.07.12.456
N049.27.42.337 E002.07.14.486
N049.27.42.494 E002.07.14.637
N049.27.42.684 E002.07.14.885
N049.27.43.770 E002.07.16.384
N049.27.43.802 E002.07.16.434
N049.27.43.817 E002.07.16.503
N049.27.43.811 E002.07.16.854
N049.27.43.431 E002.07.17.524
N049.27.43.452 E002.07.18.138
N049.27.45.010 E002.07.20.263
N049.27.45.028 E002.07.20.684
N049.27.45.014 E002.07.20.711
N049.27.45.220 E002.07.20.983
N049.27.45.935 E002.07.19.738
N049.27.46.219 E002.07.19.722
N049.27.48.676 E002.07.23.037
N049.27.49.116 E002.07.22.277
N049.27.49.501 E002.07.22.796
N049.27.49.751 E002.07.22.357
N049.27.48.747 E002.07.20.991
N049.27.48.492 E002.07.21.433
N049.27.48.880 E002.07.21.954
N049.27.48.711 E002.07.22.241
N049.27.48.664 E002.07.22.262
N049.27.48.482 E002.07.22.269
N049.27.47.873 E002.07.21.458
N049.27.47.859 E002.07.21.407
N049.27.47.845 E002.07.21.101
N049.27.48.025 E002.07.20.793
N049.27.48.197 E002.07.21.016
N049.27.48.449 E002.07.20.578
N049.27.47.786 E002.07.19.661
N049.27.47.530 E002.07.20.091
N049.27.47.785 E002.07.20.482
N049.27.47.619 E002.07.20.751
N049.27.47.391 E002.07.20.796
N049.27.46.999 E002.07.20.261
N049.27.46.979 E002.07.19.910
N049.27.47.153 E002.07.19.616
N049.27.47.322 E002.07.19.836
N049.27.47.576 E002.07.19.406
N049.27.47.002 E002.07.18.624
N049.27.46.736 E002.07.19.063
N049.27.46.916 E002.07.19.292
N049.27.46.742 E002.07.19.592
N049.27.46.525 E002.07.19.613
N049.27.45.897 E002.07.18.786
N049.27.45.884 E002.07.18.418
N049.27.46.047 E002.07.18.141
N049.27.46.446 E002.07.18.646
N049.27.46.704 E002.07.18.189
N049.27.45.685 E002.07.16.838
N049.27.45.424 E002.07.17.289
N049.27.45.809 E002.07.17.809
N049.27.45.656 E002.07.18.099
N049.27.45.415 E002.07.18.127
N049.27.44.804 E002.07.17.290
N049.27.44.792 E002.07.16.933
N049.27.44.965 E002.07.16.648
N049.27.45.143 E002.07.16.882
N049.27.45.401 E002.07.16.415
N049.27.44.819 E002.07.15.652
N049.27.44.560 E002.07.16.096
N049.27.44.728 E002.07.16.326
N049.27.44.550 E002.07.16.641
N049.27.44.334 E002.07.16.657
N049.27.43.934 E002.07.16.118
N049.27.43.921 E002.07.15.757
N049.27.44.085 E002.07.15.468
N049.27.44.265 E002.07.15.697
N049.27.44.526 E002.07.15.242
N049.27.43.821 E002.07.14.336
N049.27.43.568 E002.07.14.752
N049.27.43.857 E002.07.15.147
N049.27.43.682 E002.07.15.441
N049.27.43.447 E002.07.15.456
N049.27.43.066 E002.07.14.939
N049.27.43.050 E002.07.14.585
N049.27.43.218 E002.07.14.275
N049.27.43.401 E002.07.14.501
N049.27.43.745 E002.07.13.859
N049.27.43.060 E002.07.12.945
N049.27.42.711 E002.07.13.573
N049.27.42.988 E002.07.13.960
N049.27.42.812 E002.07.14.261
N049.27.42.587 E002.07.14.285
N049.27.42.035 E002.07.13.775
N049.27.40.310 E002.07.12.193
N049.27.40.115 E002.07.11.990
N049.27.39.730 E002.07.11.486
N049.27.39.649 E002.07.11.334
N049.27.39.601 E002.07.11.189
N049.27.39.588 E002.07.11.060
N049.27.39.595 E002.07.10.896
N049.27.39.640 E002.07.10.745
N049.27.39.779 E002.07.10.488
N049.27.40.145 E002.07.09.872
N049.27.40.242 E002.07.09.753
N049.27.40.390 E002.07.09.643
N049.27.40.538 E002.07.09.590
N049.27.40.710 E002.07.09.553
N049.27.40.858 E002.07.09.527
N049.27.40.978 E002.07.09.474
N049.27.41.066 E002.07.09.404
N049.27.41.144 E002.07.09.305
N049.27.41.538 E002.07.08.630
N049.27.41.778 E002.07.08.613
N049.27.41.975 E002.07.08.868
N049.27.41.812 E002.07.09.143
N049.27.42.096 E002.07.09.535
N049.27.42.389 E002.07.09.011
N049.27.42.513 E002.07.09.178
N049.27.42.810 E002.07.08.616
N049.27.42.711 E002.07.08.482
N049.27.42.540 E002.07.08.526
N049.27.42.321 E002.07.08.247
N049.27.42.174 E002.07.08.524
N049.27.41.973 E002.07.08.248
N049.27.41.967 E002.07.07.895
N049.27.42.428 E002.07.07.106
N049.27.42.654 E002.07.07.092
N049.27.42.846 E002.07.07.347
N049.27.42.623 E002.07.07.749
N049.27.42.909 E002.07.08.126
N049.27.43.654 E002.07.06.831
N049.27.43.371 E002.07.06.440
N049.27.43.060 E002.07.06.985
N049.27.42.864 E002.07.06.728
N049.27.42.844 E002.07.06.373
N049.27.43.410 E002.07.05.388
N049.27.43.659 E002.07.05.383
N049.27.43.835 E002.07.05.629
N049.27.43.611 E002.07.06.033
N049.27.43.905 E002.07.06.436
N049.27.44.547 E002.07.05.227
N049.27.44.282 E002.07.04.859
N049.27.44.045 E002.07.05.266
N049.27.43.851 E002.07.05.010
N049.27.43.830 E002.07.04.667
N049.27.44.359 E002.07.03.737
N049.27.44.183 E002.07.03.496
N049.27.41.491 E002.07.08.159
N049.27.41.190 E002.07.08.192
N049.27.40.937 E002.07.07.862
N049.27.40.847 E002.07.07.770
N049.27.40.751 E002.07.07.717
N049.27.40.650 E002.07.07.713
N049.27.40.462 E002.07.07.775
N049.27.39.931 E002.07.08.049
N049.27.39.829 E002.07.08.140
N049.27.39.729 E002.07.08.284
N049.27.39.671 E002.07.08.457
N049.27.39.657 E002.07.08.651
N049.27.39.660 E002.07.08.845
N049.27.39.684 E002.07.09.040
N049.27.39.728 E002.07.09.226
N049.27.39.944 E002.07.09.107
N049.27.39.910 E002.07.08.928
N049.27.39.886 E002.07.08.783
N049.27.39.881 E002.07.08.657
N049.27.39.905 E002.07.08.555
N049.27.39.950 E002.07.08.468
N049.27.40.006 E002.07.08.399
N049.27.40.114 E002.07.08.328
