COLOR_Water
N043.38.47.722 E007.11.58.774
N043.38.43.905 E007.12.03.509
N043.38.43.413 E007.12.04.721
N043.38.43.467 E007.12.06.055
N043.38.45.104 E007.12.19.694
N043.38.45.235 E007.12.22.266
N043.38.45.404 E007.12.24.018
N043.38.45.607 E007.12.24.785
N043.38.45.988 E007.12.24.983
N043.38.46.285 E007.12.24.889
N043.38.46.555 E007.12.24.433
N043.38.46.867 E007.12.24.236
N043.38.47.270 E007.12.24.196
N043.38.47.755 E007.12.24.505
N043.38.48.788 E007.12.25.486
N043.38.49.742 E007.12.26.714
N043.38.50.696 E007.12.28.155
N043.38.51.569 E007.12.29.856
N043.38.52.355 E007.12.31.810
N043.38.52.997 E007.12.33.812
N043.38.53.214 E007.12.35.157
N043.38.53.239 E007.12.36.213
N043.38.52.819 E007.12.38.072
N043.38.52.069 E007.12.41.180
N043.38.51.857 E007.12.42.275
N043.38.51.721 E007.12.43.253
N043.38.51.725 E007.12.44.101
N043.38.51.920 E007.12.45.074
N043.38.52.315 E007.12.46.066
N043.38.52.913 E007.12.46.932
N043.38.53.726 E007.12.47.607
N043.38.54.446 E007.12.47.855
N043.38.55.300 E007.12.47.969
N043.38.55.824 E007.12.47.813
N043.38.56.191 E007.12.47.815
N043.38.56.920 E007.12.48.111
N043.38.58.287 E007.12.49.174
N043.38.59.764 E007.12.50.469
N043.39.01.405 E007.12.52.022
N043.39.02.344 E007.12.53.153
N043.39.03.508 E007.12.54.588
N043.39.04.454 E007.12.55.620
N043.39.05.304 E007.12.56.836
N043.39.06.727 E007.12.59.100
N043.39.07.542 E007.13.00.262
N043.39.08.469 E007.13.01.253
N043.39.09.412 E007.13.02.182
N043.39.10.321 E007.13.03.243
N043.39.11.819 E007.13.05.029
N043.39.12.688 E007.13.06.407
N043.39.13.537 E007.13.07.953
N043.39.13.875 E007.13.08.717
N043.39.14.225 E007.13.09.726
N043.39.14.601 E007.13.10.357
N043.39.14.914 E007.13.10.620
N043.39.15.268 E007.13.10.730
N043.39.15.492 E007.13.10.618
N043.39.15.485 E007.13.10.563
N043.39.15.472 E007.13.10.499
N043.39.15.504 E007.13.10.453
N043.39.15.580 E007.13.10.414
N043.39.15.786 E007.13.10.415
N043.39.16.208 E007.13.10.585
N043.39.16.654 E007.13.10.836
N043.39.17.220 E007.13.11.228
N043.39.17.772 E007.13.11.660
N043.39.18.798 E007.13.12.831
N043.39.19.742 E007.13.13.954
N043.39.20.392 E007.13.14.816
N043.39.20.506 E007.13.15.013
N043.39.20.539 E007.13.15.188
N043.39.20.540 E007.13.15.399
N043.39.20.457 E007.13.15.584
N043.39.20.424 E007.13.15.844
N043.39.20.534 E007.13.16.184
N043.39.20.694 E007.13.16.503
N043.39.20.956 E007.13.16.789
N043.39.21.217 E007.13.16.891
N043.39.21.376 E007.13.16.797
N043.39.21.472 E007.13.16.566
N043.39.21.692 E007.13.15.887
N043.39.21.993 E007.13.15.430
N043.39.22.295 E007.13.15.256
N043.39.22.424 E007.13.15.247
N043.39.22.871 E007.13.14.568
N043.39.22.718 E007.13.14.358
N043.39.22.966 E007.13.14.013
N043.39.23.159 E007.13.13.830
N043.39.23.573 E007.13.13.814
N043.39.24.364 E007.13.13.972
N043.39.24.921 E007.13.14.316
N043.39.25.448 E007.13.14.858
N043.39.25.901 E007.13.15.478
N043.39.26.202 E007.13.16.169
N043.39.26.364 E007.13.16.738
N043.39.26.392 E007.13.16.984
N043.39.26.256 E007.13.17.187
N043.39.26.016 E007.13.17.477
N043.39.25.805 E007.13.17.754
N043.39.25.643 E007.13.18.119
N043.39.25.655 E007.13.18.525
N043.39.25.818 E007.13.18.834
N043.39.26.052 E007.13.19.067
N043.39.26.329 E007.13.19.168
N043.39.26.591 E007.13.19.082
N043.39.26.920 E007.13.18.815
N043.39.27.311 E007.13.18.421
N043.39.28.176 E007.13.17.393
N043.39.28.557 E007.13.16.967
N043.39.28.727 E007.13.16.711
N043.39.28.839 E007.13.16.491
N043.39.28.916 E007.13.16.299
N043.39.29.035 E007.13.15.530
N043.39.29.042 E007.13.15.239
