COLOR_GrasSurface
N045.13.01.517 E005.51.00.836
N045.13.02.380 E005.50.59.543
N045.13.02.691 E005.50.59.136
N045.13.09.443 E005.51.08.229
N045.13.09.121 E005.51.08.782
N045.13.09.503 E005.51.09.132
N045.13.09.649 E005.51.09.174
N045.13.09.814 E005.51.09.207
N045.13.09.915 E005.51.09.185
N045.13.09.989 E005.51.09.145
N045.13.10.025 E005.51.09.121
N045.13.10.054 E005.51.09.098
N045.13.10.113 E005.51.09.064
N045.13.10.161 E005.51.09.016
N045.13.10.197 E005.51.08.982
N045.13.10.242 E005.51.08.945
N045.13.10.292 E005.51.08.892
N045.13.10.356 E005.51.08.806
N045.13.10.404 E005.51.08.734
N045.13.10.450 E005.51.08.656
N045.13.10.504 E005.51.08.576
N045.13.10.568 E005.51.08.541
N045.13.10.630 E005.51.08.505
N045.13.10.705 E005.51.08.486
N045.13.10.795 E005.51.08.488
N045.13.10.872 E005.51.08.494
N045.13.10.952 E005.51.08.523
N045.13.11.032 E005.51.08.579
N045.13.11.087 E005.51.08.635
N045.13.11.168 E005.51.08.751
N045.13.12.518 E005.51.10.481
N045.13.12.644 E005.51.10.637
N045.13.12.738 E005.51.10.711
N045.13.12.809 E005.51.10.753
N045.13.12.920 E005.51.10.821
N045.13.13.004 E005.51.10.850
N045.13.13.103 E005.51.10.882
N045.13.13.192 E005.51.10.899
N045.13.13.276 E005.51.10.901
N045.13.13.364 E005.51.10.886
N045.13.13.472 E005.51.10.863
N045.13.13.603 E005.51.10.822
N045.13.14.162 E005.51.10.625
N045.13.14.446 E005.51.10.499
N045.13.14.574 E005.51.10.441
N045.13.14.703 E005.51.10.355
N045.13.14.519 E005.51.10.024
N045.13.14.396 E005.51.10.105
N045.13.14.272 E005.51.10.155
N045.13.14.122 E005.51.10.208
N045.13.13.933 E005.51.10.280
N045.13.13.677 E005.51.10.384
N045.13.13.448 E005.51.10.458
N045.13.13.340 E005.51.10.480
N045.13.13.216 E005.51.10.482
N045.13.13.113 E005.51.10.465
N045.13.12.990 E005.51.10.427
N045.13.12.880 E005.51.10.354
N045.13.12.781 E005.51.10.291
N045.13.08.692 E005.51.04.745
N045.13.08.565 E005.51.04.556
N045.13.09.491 E005.51.03.071
N045.13.09.241 E005.51.02.750
N045.13.08.322 E005.51.04.264
N045.13.08.310 E005.51.04.259
N045.13.08.295 E005.51.04.253
N045.13.08.284 E005.51.04.248
N045.13.08.277 E005.51.04.232
N045.13.08.276 E005.51.04.222
N045.13.08.102 E005.51.03.966
N045.13.03.865 E005.50.58.187
N045.13.03.764 E005.50.57.977
N045.13.03.736 E005.50.57.838
N045.13.03.739 E005.50.57.698
N045.13.03.739 E005.50.57.558
N045.13.03.756 E005.50.57.464
N045.13.03.800 E005.50.57.369
N045.13.04.501 E005.50.56.388
N045.13.04.250 E005.50.56.034
N045.13.04.250 E005.50.56.034
N045.13.03.396 E005.50.57.338
N045.13.03.250 E005.50.57.487
N045.13.03.092 E005.50.57.570
N045.13.02.956 E005.50.57.602
N045.13.02.813 E005.50.57.603
N045.13.02.642 E005.50.57.600
