COLOR_GrasSurface 
N048.48.47.554 E002.03.56.635
N048.48.47.554 E002.03.56.419
N048.48.47.413 E002.03.56.321
N048.48.47.300 E002.03.56.263
N048.48.47.194 E002.03.56.197
N048.48.47.641 E002.03.54.690
N048.48.48.021 E002.03.54.526
N048.48.48.300 E002.03.54.356
N048.48.48.359 E002.03.53.939
N048.48.48.310 E002.03.53.729
N048.48.48.220 E002.03.53.618
N048.48.48.381 E002.03.53.050
N048.48.49.232 E002.03.50.312
N048.48.49.564 E002.03.48.997
N048.48.51.350 E002.03.42.649
N048.48.51.442 E002.03.42.197
N048.48.51.507 E002.03.41.959
N048.48.51.225 E002.03.41.890
N048.48.51.053 E002.03.41.805
N048.48.50.926 E002.03.41.750
N048.48.50.835 E002.03.41.700
N048.48.50.004 E002.03.44.597
N048.48.49.823 E002.03.45.265
N048.48.49.299 E002.03.44.969
N048.48.48.831 E002.03.46.525
N048.48.48.612 E002.03.47.353
N048.48.48.790 E002.03.47.206
N048.48.48.966 E002.03.47.232
N048.48.49.081 E002.03.47.362
N048.48.49.159 E002.03.47.546
N048.48.48.114 E002.03.51.168
N048.48.47.138 E002.03.54.767
N048.48.46.872 E002.03.54.576
N048.48.46.689 E002.03.54.418
N048.48.46.612 E002.03.54.348
N048.48.46.500 E002.03.54.817
N048.48.46.451 E002.03.55.071
N048.48.46.960 E002.03.55.397
N048.48.46.505 E002.03.56.943
N048.48.44.573 E002.04.03.740
N048.48.44.447 E002.04.04.195
N048.48.44.293 E002.04.04.253
N048.48.44.150 E002.04.04.216
N048.48.44.002 E002.04.04.124
N048.48.43.808 E002.04.04.057
N048.48.43.575 E002.04.05.056
N048.48.43.546 E002.04.05.286
N048.48.43.721 E002.04.05.393
N048.48.43.878 E002.04.05.487
N048.48.43.977 E002.04.05.577
N048.48.43.905 E002.04.05.962
N048.48.43.371 E002.04.07.768
N048.48.42.410 E002.04.11.157
N048.48.42.326 E002.04.11.320
N048.48.42.173 E002.04.11.265
N048.48.42.003 E002.04.11.129
N048.48.41.858 E002.04.11.029
N048.48.41.759 E002.04.11.678
N048.48.41.929 E002.04.11.776
N048.48.42.115 E002.04.11.919
N048.48.42.164 E002.04.12.033
N048.48.41.940 E002.04.12.912
N048.48.40.202 E002.04.19.226
N048.48.39.148 E002.04.22.860
N048.48.39.027 E002.04.23.323
N048.48.38.732 E002.04.23.347
N048.48.38.491 E002.04.23.199
N048.48.38.387 E002.04.23.406

COLOR_HardSurface2
N048.48.33.960 E002.04.06.951
N048.48.34.070 E002.04.06.881
N048.48.34.599 E002.04.07.141
N048.48.35.658 E002.04.07.721
N048.48.36.051 E002.04.07.930
N048.48.36.186 E002.04.08.036
N048.48.36.295 E002.04.07.706
N048.48.36.130 E002.04.07.584
N048.48.35.987 E002.04.07.521
N048.48.35.934 E002.04.07.482
N048.48.35.920 E002.04.07.435
N048.48.35.922 E002.04.07.289
N048.48.35.964 E002.04.07.121
N048.48.36.053 E002.04.06.898
N048.48.36.117 E002.04.06.740
N048.48.36.462 E002.04.06.674
N048.48.36.488 E002.04.06.595
N048.48.36.519 E002.04.06.489
N048.48.36.488 E002.04.06.424
N048.48.36.439 E002.04.06.349
N048.48.36.062 E002.04.05.975
N048.48.35.934 E002.04.06.174
N048.48.35.827 E002.04.06.441
N048.48.35.736 E002.04.06.600
N048.48.35.717 E002.04.06.630
N048.48.35.817 E002.04.07.099
N048.48.35.688 E002.04.07.368
N048.48.35.211 E002.04.07.114
N048.48.35.134 E002.04.07.010
N048.48.35.114 E002.04.06.925
N048.48.35.106 E002.04.06.789
N048.48.35.333 E002.04.06.186
N048.48.35.456 E002.04.05.853
N048.48.35.511 E002.04.05.727
N048.48.35.635 E002.04.05.617
N048.48.35.661 E002.04.05.545
N048.48.35.735 E002.04.05.579
N048.48.35.760 E002.04.05.528
N048.48.35.756 E002.04.05.448
N048.48.35.762 E002.04.05.369
N048.48.35.383 E002.04.05.076
N048.48.35.344 E002.04.05.226
N048.48.35.061 E002.04.05.790
N048.48.34.933 E002.04.06.108
N048.48.34.829 E002.04.06.303
N048.48.35.000 E002.04.06.452
N048.48.35.027 E002.04.06.494
N048.48.34.961 E002.04.06.680
N048.48.34.850 E002.04.06.797
N048.48.34.797 E002.04.06.885
N048.48.34.416 E002.04.06.697
N048.48.34.243 E002.04.06.613
N048.48.34.164 E002.04.06.506
N048.48.33.786 E002.04.06.069
N048.48.33.711 E002.04.06.180
N048.48.33.456 E002.04.06.191
N048.48.33.297 E002.04.06.277
N048.48.32.710 E002.04.07.579
N048.48.32.675 E002.04.07.668
N048.48.33.282 E002.04.08.464

COLOR_Building    
N048.48.25.123 E002.04.26.296
N048.48.25.067 E002.04.26.397
N048.48.24.855 E002.04.26.147
N048.48.24.466 E002.04.26.991
N048.48.24.582 E002.04.27.576
N048.48.25.102 E002.04.28.111
N048.48.25.649 E002.04.26.890

COLOR_Building    
N048.48.25.827 E002.04.24.306
N048.48.26.509 E002.04.25.248
N048.48.27.139 E002.04.23.900
N048.48.26.382 E002.04.23.125

COLOR_Building    
N048.48.25.779 E002.04.26.700
N048.48.26.388 E002.04.25.422
N048.48.25.845 E002.04.24.789
N048.48.25.796 E002.04.24.915
N048.48.25.615 E002.04.24.689
N048.48.25.046 E002.04.25.860
N048.48.25.280 E002.04.26.157

COLOR_Building    
N048.48.27.856 E002.04.22.452
N048.48.27.084 E002.04.21.681
N048.48.26.495 E002.04.22.878
N048.48.27.235 E002.04.23.741

COLOR_Building    
N048.48.29.881 E002.04.22.335
N048.48.29.299 E002.04.21.650
N048.48.29.091 E002.04.22.018
N048.48.28.942 E002.04.22.425
N048.48.28.924 E002.04.22.559
N048.48.29.451 E002.04.23.152

COLOR_Building    
N048.48.30.358 E002.04.21.301
N048.48.29.847 E002.04.20.691
N048.48.29.781 E002.04.20.849
N048.48.29.719 E002.04.20.815
N048.48.29.344 E002.04.21.630
N048.48.29.896 E002.04.22.244

COLOR_Building    
N048.48.30.823 E002.04.18.912
N048.48.29.948 E002.04.20.743
N048.48.30.337 E002.04.21.211
N048.48.31.248 E002.04.19.400

COLOR_Building    
N048.48.32.154 E002.04.17.494
N048.48.31.627 E002.04.16.909
N048.48.31.058 E002.04.18.062
N048.48.31.591 E002.04.18.642

COLOR_Building    
N048.48.32.478 E002.04.16.860
N048.48.32.264 E002.04.16.596
N048.48.32.080 E002.04.16.999
N048.48.32.298 E002.04.17.225

COLOR_Building    
N048.48.32.893 E002.04.16.110
N048.48.32.357 E002.04.15.368
N048.48.31.993 E002.04.16.199
N048.48.32.408 E002.04.16.654
N048.48.32.477 E002.04.16.506
N048.48.32.612 E002.04.16.686

COLOR_Building    
N048.48.33.423 E002.04.15.014
N048.48.32.830 E002.04.14.398
N048.48.32.404 E002.04.15.230
N048.48.32.997 E002.04.15.892

COLOR_Building    
N048.48.31.746 E002.04.09.455
N048.48.32.584 E002.04.10.386
N048.48.33.451 E002.04.08.546
N048.48.32.604 E002.04.07.583

COLOR_Building    
N048.48.32.942 E002.04.13.652
N048.48.32.576 E002.04.13.260
N048.48.32.436 E002.04.13.622
N048.48.32.772 E002.04.13.990

COLOR_Building    
N048.48.33.265 E002.04.13.050
N048.48.32.987 E002.04.12.704
N048.48.32.849 E002.04.13.114
N048.48.33.103 E002.04.13.391

COLOR_Building    
N048.48.33.627 E002.04.12.268
N048.48.33.348 E002.04.11.963
N048.48.33.160 E002.04.12.335
N048.48.33.440 E002.04.12.655

COLOR_Building    
N048.48.33.712 E002.04.11.593
N048.48.33.889 E002.04.11.759
N048.48.33.961 E002.04.11.570
N048.48.33.616 E002.04.11.132
N048.48.33.396 E002.04.11.636
N048.48.33.586 E002.04.11.871

COLOR_Building    
N048.48.35.127 E002.04.09.200
N048.48.34.854 E002.04.08.865
N048.48.34.555 E002.04.09.520
N048.48.34.823 E002.04.09.840

COLOR_Building    
N048.48.36.153 E002.04.09.032
N048.48.35.986 E002.04.08.825
N048.48.36.111 E002.04.08.608
N048.48.36.124 E002.04.08.505
N048.48.36.028 E002.04.08.370
N048.48.35.988 E002.04.08.452
N048.48.35.877 E002.04.08.344
N048.48.35.517 E002.04.08.951
N048.48.35.671 E002.04.09.151
N048.48.35.623 E002.04.09.280
N048.48.35.868 E002.04.09.566

COLOR_Building    
N048.48.35.846 E002.04.03.912
N048.48.35.319 E002.04.05.116
N048.48.35.796 E002.04.05.479
N048.48.36.341 E002.04.04.404

COLOR_Building    
N048.48.36.542 E002.04.06.470
N048.48.36.967 E002.04.05.464
N048.48.36.470 E002.04.04.919
N048.48.36.052 E002.04.05.998
N048.48.36.504 E002.04.06.491

COLOR_Building    
N048.48.37.816 E002.04.06.434
N048.48.37.587 E002.04.06.107
N048.48.37.360 E002.04.06.640
N048.48.37.596 E002.04.06.893

COLOR_Building    
N048.48.38.231 E002.04.05.710
N048.48.38.031 E002.04.05.493
N048.48.37.866 E002.04.05.821
N048.48.38.070 E002.04.06.024

COLOR_RunwayGrass 
N048.48.47.440 E002.03.43.745
N048.48.36.412 E002.04.22.995
N048.48.38.269 E002.04.24.201
N048.48.49.312 E002.03.44.962

COLOR_RunwayBorder
N048.48.36.416 E002.04.22.983
N048.48.36.593 E002.04.23.092
N048.48.36.611 E002.04.23.039
N048.48.36.466 E002.04.22.940
N048.48.36.532 E002.04.22.730
N048.48.36.489 E002.04.22.707

COLOR_RunwayBorder
N048.48.38.090 E002.04.24.066
N048.48.38.271 E002.04.24.179
N048.48.38.343 E002.04.23.909
N048.48.38.312 E002.04.23.885
N048.48.38.250 E002.04.24.098
N048.48.38.106 E002.04.24.005

COLOR_RunwayBorder
N048.48.47.408 E002.03.44.058
N048.48.47.469 E002.03.43.838
N048.48.47.603 E002.03.43.919
N048.48.47.617 E002.03.43.872
N048.48.47.444 E002.03.43.749
N048.48.47.369 E002.03.44.027

COLOR_RunwayBorder
N048.48.49.108 E002.03.44.888
N048.48.49.245 E002.03.44.985
