COLOR_GrasSurface          
N042.31.40.009 E008.47.24.715
N042.31.39.988 E008.47.24.626
N042.31.39.954 E008.47.24.532
N042.31.39.914 E008.47.24.454
N042.31.39.857 E008.47.24.374
N042.31.39.786 E008.47.24.303
N042.31.39.701 E008.47.24.245
N042.31.39.602 E008.47.24.194
N042.31.39.526 E008.47.24.162
N042.31.39.438 E008.47.24.136
N042.31.39.347 E008.47.24.122
N042.31.39.338 E008.47.23.764
N042.31.38.613 E008.47.23.749
N042.31.38.046 E008.47.24.001
N042.31.36.538 E008.47.24.013
N042.31.36.544 E008.47.25.447
N042.31.36.536 E008.47.25.525
N042.31.36.526 E008.47.25.576
N042.31.36.510 E008.47.25.597
N042.31.36.487 E008.47.25.613
N042.31.36.433 E008.47.25.616
N042.31.35.894 E008.47.25.569
N042.31.35.209 E008.47.25.368
N042.31.35.215 E008.47.25.914
N042.31.35.523 E008.47.25.743
N042.31.35.898 E008.47.25.815
N042.31.36.324 E008.47.25.842
N042.31.38.721 E008.47.25.849
N042.31.38.865 E008.47.25.873
N042.31.38.976 E008.47.25.919
N042.31.39.094 E008.47.26.050
N042.31.39.248 E008.47.26.257
N042.31.39.863 E008.47.27.107
N042.31.39.871 E008.47.33.832
N042.31.40.083 E008.47.33.829

COLOR_HardSurface2         
N042.31.26.344 E008.47.30.311
N042.31.26.529 E008.47.30.337
N042.31.26.738 E008.47.30.413
N042.31.26.866 E008.47.30.504
N042.31.26.995 E008.47.30.644
N042.31.27.075 E008.47.30.808
N042.31.27.154 E008.47.31.006
N042.31.27.199 E008.47.31.168
N042.31.27.217 E008.47.31.339
N042.31.27.216 E008.47.31.551
N042.31.28.188 E008.47.31.528
N042.31.28.181 E008.47.31.183
N042.31.28.191 E008.47.31.082
N042.31.28.222 E008.47.30.990
N042.31.28.269 E008.47.30.878
N042.31.28.301 E008.47.30.807
N042.31.28.341 E008.47.30.729
N042.31.28.394 E008.47.30.653
N042.31.28.446 E008.47.30.592
N042.31.28.495 E008.47.30.552
N042.31.28.556 E008.47.30.509
N042.31.28.604 E008.47.30.488
N042.31.31.712 E008.47.30.506
N042.31.33.963 E008.47.30.469
N042.31.32.617 E008.47.28.658
N042.31.27.219 E008.47.28.714
N042.31.26.060 E008.47.30.306

COLOR_HardSurface2         
N042.31.20.261 E008.47.30.496
N042.31.18.516 E008.47.30.510
N042.31.18.553 E008.47.30.818
N042.31.18.641 E008.47.30.993
N042.31.18.740 E008.47.31.110
