COLOR_GrasSurface          
N044.50.00.620 W000.42.12.653
N044.50.00.594 W000.42.12.520
N044.50.00.557 W000.42.12.390
N044.50.00.510 W000.42.12.287
N044.50.00.453 W000.42.12.202
N044.50.00.376 W000.42.12.131
N044.50.00.301 W000.42.12.085
N044.50.06.478 W000.42.03.323
N044.50.06.657 W000.42.03.471
N044.50.06.934 W000.42.03.572
N044.50.07.104 W000.42.03.606
N044.50.07.332 W000.42.03.560
N044.50.07.633 W000.42.03.331
N044.50.08.689 W000.42.01.799
N044.50.09.514 W000.42.00.625
N044.50.09.685 W000.42.00.388
N044.50.09.779 W000.42.00.247
N044.50.09.845 W000.42.00.131
N044.50.09.909 W000.41.59.967
N044.50.09.967 W000.41.59.755
N044.50.10.010 W000.41.59.494
N044.50.10.030 W000.41.59.132
N044.50.10.027 W000.41.58.704
N044.50.10.010 W000.41.58.417
N044.50.09.979 W000.41.58.118
N044.50.09.923 W000.41.57.786
N044.50.10.397 W000.41.57.622
N044.50.10.414 W000.41.57.749
N044.50.10.442 W000.41.57.939
N044.50.10.603 W000.41.58.763
N044.50.10.687 W000.41.59.152
N044.50.10.740 W000.41.59.308
N044.50.10.789 W000.41.59.408
N044.50.10.858 W000.41.59.489
N044.50.10.927 W000.41.59.539
N044.50.10.996 W000.41.59.552
N044.50.11.064 W000.41.59.537
N044.50.11.143 W000.41.59.471
N044.50.11.460 W000.41.59.169
N044.50.11.545 W000.41.59.062
N044.50.12.172 W000.41.58.161
N044.50.12.507 W000.41.58.613
N044.50.12.098 W000.41.59.199
N044.50.12.053 W000.41.59.284
N044.50.12.037 W000.41.59.373
N044.50.12.039 W000.41.59.481
N044.50.12.058 W000.41.59.575
N044.50.12.088 W000.41.59.674
N044.50.12.131 W000.41.59.762
N044.50.12.175 W000.41.59.819
N044.50.12.221 W000.41.59.855
N044.50.12.656 W000.42.00.113
N044.50.13.867 W000.42.00.850


COLOR_HardSurface2         
N044.50.11.517 W000.41.56.343
N044.50.11.487 W000.41.56.317
N044.50.11.419 W000.41.56.265
N044.50.11.352 W000.41.56.234
N044.50.11.291 W000.41.56.221
N044.50.11.230 W000.41.56.220
N044.50.11.150 W000.41.56.231
N044.50.11.074 W000.41.56.254
N044.50.11.002 W000.41.56.292
N044.50.10.946 W000.41.56.336
N044.50.10.864 W000.41.56.423
N044.50.10.529 W000.41.55.974
N044.50.10.573 W000.41.55.898
N044.50.10.613 W000.41.55.816
N044.50.10.640 W000.41.55.722
N044.50.10.660 W000.41.55.632
N044.50.10.670 W000.41.55.522
N044.50.10.670 W000.41.55.407
N044.50.10.663 W000.41.55.293
N044.50.10.643 W000.41.55.195
N044.50.10.607 W000.41.55.105
N044.50.13.399 W000.41.51.132
N044.50.12.043 W000.41.49.283
N044.50.12.057 W000.41.49.239
N044.50.12.064 W000.41.49.194
N044.50.12.066 W000.41.49.127
N044.50.12.057 W000.41.49.044
N044.50.12.042 W000.41.48.961
N044.50.12.024 W000.41.48.895
N044.50.11.992 W000.41.48.832
N044.50.12.428 W000.41.48.219
N044.50.12.436 W000.41.48.310
N044.50.12.449 W000.41.48.416
N044.50.12.469 W000.41.48.511
N044.50.12.495 W000.41.48.594
N044.50.12.525 W000.41.48.677
N044.50.12.564 W000.41.48.746
N044.50.12.632 W000.41.48.844
N044.50.14.730 W000.41.51.737


COLOR_HardSurface2         
N044.50.09.925 W000.41.57.789
N044.50.09.757 W000.41.56.765
N044.50.09.699 W000.41.56.427
N044.50.09.627 W000.41.56.060
N044.50.09.560 W000.41.55.797
N044.50.09.492 W000.41.55.623
N044.50.09.383 W000.41.55.442
N044.50.08.731 W000.41.54.641
N044.50.08.629 W000.41.54.523
N044.50.08.518 W000.41.54.371
N044.50.08.442 W000.41.54.225
N044.50.08.375 W000.41.54.057
N044.50.08.331 W000.41.53.872
N044.50.08.306 W000.41.53.658
N044.50.08.309 W000.41.53.452
N044.50.08.338 W000.41.53.210
N044.50.08.376 W000.41.53.026
N044.50.08.394 W000.41.52.924
N044.50.08.398 W000.41.52.810
N044.50.08.377 W000.41.52.704
N044.50.08.340 W000.41.52.606
N044.50.08.282 W000.41.52.499
N044.50.08.707 W000.41.51.893
N044.50.08.755 W000.41.51.950
N044.50.08.824 W000.41.52.013
N044.50.08.872 W000.41.52.038
N044.50.08.918 W000.41.52.041
N044.50.08.966 W000.41.52.027
N044.50.09.012 W000.41.51.986
N044.50.09.077 W000.41.51.904
N044.50.09.166 W000.41.51.778
N044.50.11.132 W000.41.48.976
N044.50.11.175 W000.41.48.911
N044.50.11.208 W000.41.48.858
N044.50.11.226 W000.41.48.806
N044.50.11.231 W000.41.48.748
N044.50.11.225 W000.41.48.676
N044.50.11.200 W000.41.48.583
N044.50.11.163 W000.41.48.493
N044.50.11.128 W000.41.48.420
N044.50.12.186 W000.41.46.882
N044.50.12.221 W000.41.46.870
N044.50.12.241 W000.41.46.931
N044.50.12.266 W000.41.46.989
N044.50.12.288 W000.41.47.034
N044.50.12.320 W000.41.47.070
N044.50.12.358 W000.41.47.097
N044.50.12.394 W000.41.47.109
N044.50.12.418 W000.41.47.106
N044.50.12.449 W000.41.47.091
N044.50.12.821 W000.41.46.552
N044.50.12.840 W000.41.46.502
N044.50.12.857 W000.41.46.438
N044.50.12.869 W000.41.46.341
N044.50.12.875 W000.41.46.241
N044.50.12.875 W000.41.46.148
N044.50.12.871 W000.41.46.077
N044.50.12.867 W000.41.46.025
N044.50.12.860 W000.41.46.004
N044.50.12.848 W000.41.45.996
N044.50.12.830 W000.41.45.995
N044.50.12.813 W000.41.46.002
N044.50.13.149 W000.41.45.515
N044.50.13.184 W000.41.45.530
N044.50.13.182 W000.41.45.572
N044.50.13.190 W000.41.45.613
N044.50.13.206 W000.41.45.658
N044.50.13.229 W000.41.45.693
N044.50.13.252 W000.41.45.720
N044.50.13.277 W000.41.45.736
N044.50.13.310 W000.41.45.745
N044.50.13.336 W000.41.45.745
N044.50.13.366 W000.41.45.738
N044.50.13.398 W000.41.45.715
N044.50.13.429 W000.41.45.688
N044.50.13.520 W000.41.45.563
N044.50.13.597 W000.41.45.448
N044.50.13.656 W000.41.45.354
N044.50.13.718 W000.41.45.240
N044.50.13.766 W000.41.45.098
N044.50.13.795 W000.41.44.963
N044.50.13.804 W000.41.44.871
N044.50.13.803 W000.41.44.774
N044.50.13.794 W000.41.44.699
N044.50.13.786 W000.41.44.676
N044.50.13.777 W000.41.44.667
N044.50.13.763 W000.41.44.665
N044.50.14.035 W000.41.44.270
N044.50.14.082 W000.41.44.269
N044.50.14.088 W000.41.44.315
N044.50.14.102 W000.41.44.376
N044.50.14.124 W000.41.44.439
N044.50.14.164 W000.41.44.515
N044.50.14.234 W000.41.44.618
N044.50.14.608 W000.41.45.109
N044.50.14.420 W000.41.45.383
N044.50.14.343 W000.41.45.281
N044.50.14.310 W000.41.45.248
N044.50.14.279 W000.41.45.231
N044.50.14.250 W000.41.45.226
N044.50.14.216 W000.41.45.234
N044.50.14.186 W000.41.45.250
N044.50.14.149 W000.41.45.282
N044.50.13.643 W000.41.46.013
N044.50.13.641 W000.41.46.062
N044.50.13.644 W000.41.46.103
N044.50.13.654 W000.41.46.155
N044.50.13.669 W000.41.46.197
N044.50.13.689 W000.41.46.237
N044.50.13.717 W000.41.46.271
N044.50.13.749 W000.41.46.295
N044.50.13.771 W000.41.46.308
N044.50.13.313 W000.41.46.967
N044.50.17.669 W000.41.46.726
N044.50.17.697 W000.41.47.747
N044.50.14.796 W000.41.47.903
N044.50.12.433 W000.41.48.033
N044.50.12.427 W000.41.48.115
N044.50.12.429 W000.41.48.221
N044.50.11.991 W000.41.48.833
N044.50.11.955 W000.41.48.793
N044.50.11.908 W000.41.48.753
N044.50.11.853 W000.41.48.737
N044.50.11.801 W000.41.48.731
N044.50.11.756 W000.41.48.738
N044.50.11.722 W000.41.48.747
N044.50.11.684 W000.41.48.774
N044.50.11.253 W000.41.49.395
N044.50.11.226 W000.41.49.458
N044.50.11.207 W000.41.49.537
N044.50.11.206 W000.41.49.606
N044.50.11.217 W000.41.49.691
N044.50.11.236 W000.41.49.742
N044.50.11.260 W000.41.49.787
N044.50.11.294 W000.41.49.838
N044.50.10.990 W000.41.50.274
N044.50.10.955 W000.41.50.237
N044.50.10.915 W000.41.50.214
N044.50.10.866 W000.41.50.198
N044.50.10.816 W000.41.50.195
N044.50.10.754 W000.41.50.202
N044.50.10.704 W000.41.50.215
N044.50.10.664 W000.41.50.241
N044.50.10.618 W000.41.50.303
N044.50.10.259 W000.41.50.822
N044.50.10.232 W000.41.50.871
N044.50.10.215 W000.41.50.930
N044.50.10.207 W000.41.50.994
N044.50.10.209 W000.41.51.062
N044.50.10.222 W000.41.51.133
N044.50.10.245 W000.41.51.198
N044.50.10.271 W000.41.51.245
N044.50.10.291 W000.41.51.274
N044.50.09.992 W000.41.51.698
N044.50.09.961 W000.41.51.665
N044.50.09.925 W000.41.51.638
N044.50.09.880 W000.41.51.620
N044.50.09.829 W000.41.51.618
N044.50.09.772 W000.41.51.626
N044.50.09.719 W000.41.51.642
N044.50.09.677 W000.41.51.663
N044.50.09.641 W000.41.51.696
N044.50.09.586 W000.41.51.771
N044.50.09.282 W000.41.52.214
N044.50.09.249 W000.41.52.277
N044.50.09.232 W000.41.52.346
N044.50.09.223 W000.41.52.413
N044.50.09.222 W000.41.52.507
N044.50.09.229 W000.41.52.556
N044.50.09.247 W000.41.52.603
N044.50.09.272 W000.41.52.651
N044.50.09.300 W000.41.52.686
N044.50.09.061 W000.41.53.036
N044.50.09.026 W000.41.53.021
N044.50.08.994 W000.41.53.016
N044.50.08.963 W000.41.53.021
N044.50.08.933 W000.41.53.034
N044.50.08.905 W000.41.53.063
N044.50.08.870 W000.41.53.125
N044.50.08.833 W000.41.53.200
N044.50.08.799 W000.41.53.301
N044.50.08.775 W000.41.53.413
N044.50.08.768 W000.41.53.509
N044.50.08.768 W000.41.53.615
N044.50.08.778 W000.41.53.717
N044.50.08.806 W000.41.53.807
N044.50.08.851 W000.41.53.889
N044.50.09.631 W000.41.54.846
N044.50.09.721 W000.41.54.963
N044.50.09.784 W000.41.55.054
N044.50.09.853 W000.41.55.168
N044.50.09.908 W000.41.55.280
N044.50.09.955 W000.41.55.399
N044.50.10.001 W000.41.55.543
N044.50.10.044 W000.41.55.707
N044.50.10.100 W000.41.56.015
N044.50.10.168 W000.41.56.495
N044.50.10.331 W000.41.56.269
N044.50.10.483 W000.41.56.042
N044.50.10.530 W000.41.55.970
N044.50.10.865 W000.41.56.423
N044.50.10.771 W000.41.56.547
N044.50.10.693 W000.41.56.659
N044.50.10.626 W000.41.56.761
N044.50.10.551 W000.41.56.891
N044.50.10.493 W000.41.57.011
N044.50.10.458 W000.41.57.115
N044.50.10.423 W000.41.57.266
N044.50.10.402 W000.41.57.407
N044.50.10.395 W000.41.57.504
N044.50.10.397 W000.41.57.625


COLOR_HardSurface2         
N044.50.12.170 W000.41.58.165
N044.50.12.216 W000.41.58.072
N044.50.12.259 W000.41.57.972
N044.50.12.282 W000.41.57.877
N044.50.12.289 W000.41.57.773
N044.50.12.287 W000.41.57.682
N044.50.12.274 W000.41.57.599
N044.50.12.249 W000.41.57.497
N044.50.12.215 W000.41.57.395
N044.50.12.174 W000.41.57.305
N044.50.12.525 W000.41.56.803
N044.50.12.550 W000.41.56.865
N044.50.12.580 W000.41.56.918
N044.50.12.622 W000.41.56.970
N044.50.12.673 W000.41.57.020
N044.50.12.730 W000.41.57.052
N044.50.12.786 W000.41.57.065
N044.50.12.847 W000.41.57.060
N044.50.12.898 W000.41.57.046
N044.50.12.955 W000.41.57.016
N044.50.13.003 W000.41.56.979
N044.50.13.062 W000.41.56.902
N044.50.13.249 W000.41.56.634
N044.50.13.290 W000.41.56.556
N044.50.13.316 W000.41.56.483
N044.50.13.332 W000.41.56.402
N044.50.13.334 W000.41.56.312
N044.50.13.319 W000.41.56.218
N044.50.13.289 W000.41.56.121
N044.50.13.247 W000.41.56.039
N044.50.13.203 W000.41.55.979
N044.50.13.166 W000.41.55.945
N044.50.13.137 W000.41.55.926
N044.50.13.491 W000.41.55.417
N044.50.13.507 W000.41.55.462
N044.50.13.532 W000.41.55.514
N044.50.13.564 W000.41.55.560
N044.50.13.602 W000.41.55.602
N044.50.13.653 W000.41.55.641
N044.50.13.704 W000.41.55.663
N044.50.13.748 W000.41.55.671
N044.50.13.806 W000.41.55.669
N044.50.13.859 W000.41.55.661
N044.50.13.906 W000.41.55.639
N044.50.13.954 W000.41.55.602
N044.50.13.991 W000.41.55.556
N044.50.14.209 W000.41.55.240
N044.50.14.247 W000.41.55.174
N044.50.14.272 W000.41.55.105
N044.50.14.287 W000.41.55.037
N044.50.14.291 W000.41.54.973
N044.50.14.287 W000.41.54.900
N044.50.14.275 W000.41.54.823
N044.50.14.252 W000.41.54.745
N044.50.14.219 W000.41.54.674
N044.50.14.175 W000.41.54.613
N044.50.14.135 W000.41.54.576
N044.50.14.096 W000.41.54.547
N044.50.14.449 W000.41.54.040
N044.50.14.484 W000.41.54.106
N044.50.14.530 W000.41.54.175
N044.50.14.575 W000.41.54.224
N044.50.14.625 W000.41.54.261
N044.50.14.670 W000.41.54.280
N044.50.14.726 W000.41.54.286
N044.50.14.777 W000.41.54.280
N044.50.14.837 W000.41.54.257
N044.50.14.897 W000.41.54.216
N044.50.14.952 W000.41.54.163
N044.50.15.005 W000.41.54.093
N044.50.15.159 W000.41.53.868
N044.50.15.199 W000.41.53.799
N044.50.15.229 W000.41.53.726
N044.50.15.247 W000.41.53.641
N044.50.15.249 W000.41.53.549
N044.50.15.240 W000.41.53.471
N044.50.15.224 W000.41.53.410
N044.50.15.569 W000.41.52.914
N044.50.16.021 W000.41.53.536
N044.50.12.506 W000.41.58.613


COLOR_HardSurface2         
N044.50.00.301 W000.42.12.085
N044.50.00.246 W000.42.12.071
N044.50.00.168 W000.42.12.058
N044.50.00.072 W000.42.12.050
N044.49.59.981 W000.42.12.046
N044.49.59.905 W000.42.12.061
N044.49.59.827 W000.42.12.081
N044.49.59.737 W000.42.12.114
N044.49.59.651 W000.42.12.157
N044.49.59.592 W000.42.12.200
N044.49.59.534 W000.42.12.264
N044.49.59.450 W000.42.12.385
N044.49.56.238 W000.42.16.954
N044.49.56.087 W000.42.17.173
N044.49.55.995 W000.42.17.326
N044.49.55.917 W000.42.17.476
N044.49.55.811 W000.42.17.709
N044.49.55.710 W000.42.17.959
N044.49.55.627 W000.42.18.209
N044.49.55.564 W000.42.18.434
N044.49.55.528 W000.42.18.603
N044.49.55.521 W000.42.18.651
N044.49.54.593 W000.42.19.975
N044.49.54.528 W000.42.19.939
N044.49.54.432 W000.42.19.909
N044.49.54.356 W000.42.19.893
N044.49.54.283 W000.42.19.895
N044.49.54.203 W000.42.19.907
N044.49.54.130 W000.42.19.930
N044.49.54.047 W000.42.19.971
N044.49.53.969 W000.42.20.029
N044.49.53.897 W000.42.20.098
N044.49.53.824 W000.42.20.201
N044.49.49.212 W000.42.26.809
N044.49.48.977 W000.42.27.138
N044.49.48.768 W000.42.27.412
N044.49.48.610 W000.42.27.614
N044.49.48.465 W000.42.27.789
N044.49.48.355 W000.42.27.905
N044.49.48.234 W000.42.28.023
N044.49.48.127 W000.42.28.113
N044.49.47.906 W000.42.28.276
N044.49.47.784 W000.42.28.371
N044.49.47.656 W000.42.28.480
N044.49.47.502 W000.42.28.614
N044.49.47.342 W000.42.28.754
N044.49.47.190 W000.42.28.896
N044.49.47.011 W000.42.29.068
N044.49.46.840 W000.42.29.237
N044.49.46.684 W000.42.29.405
N044.49.46.551 W000.42.29.561
N044.49.46.404 W000.42.29.755
N044.49.46.299 W000.42.29.915
N044.49.46.198 W000.42.30.089
N044.49.46.088 W000.42.30.300
N044.49.45.997 W000.42.30.512
N044.49.45.923 W000.42.30.745
N044.49.45.858 W000.42.31.053
N044.49.45.834 W000.42.31.210
N044.49.45.830 W000.42.31.287
N044.49.45.839 W000.42.31.377
N044.49.45.878 W000.42.31.516
N044.49.45.996 W000.42.31.811
N044.49.45.119 W000.42.32.158
N044.49.38.765 W000.42.01.662
N044.49.38.476 W000.42.00.336
N044.49.38.390 W000.41.59.950
N044.49.38.343 W000.41.59.796
N044.49.38.277 W000.41.59.619
N044.49.38.187 W000.41.59.429
N044.49.38.081 W000.41.59.256
N044.49.37.961 W000.41.59.096
N044.49.37.830 W000.41.58.959
N044.49.37.659 W000.41.58.824
N044.49.37.498 W000.41.58.707
N044.49.37.299 W000.41.58.599
N044.49.37.170 W000.41.58.544
N044.49.37.015 W000.41.58.507
N044.49.36.850 W000.41.58.481
N044.49.36.733 W000.41.58.486
N044.49.36.620 W000.41.58.512
N044.49.36.328 W000.41.58.599
N044.49.36.120 W000.41.57.629
N044.49.36.414 W000.41.57.520
N044.49.36.461 W000.41.57.483
N044.49.36.729 W000.41.57.386
N044.49.36.901 W000.41.57.301
N044.49.37.004 W000.41.57.219
N044.49.37.106 W000.41.57.102
N044.49.37.201 W000.41.56.960
N044.49.37.308 W000.41.56.749
N044.49.37.392 W000.41.56.535
N044.49.37.452 W000.41.56.291
N044.49.37.483 W000.41.56.085
N044.49.37.500 W000.41.55.917
N044.49.37.496 W000.41.55.744
N044.49.37.451 W000.41.55.509
N044.49.37.095 W000.41.53.850
N044.49.37.031 W000.41.53.530
N044.49.36.985 W000.41.53.264
N044.49.36.965 W000.41.53.081
N044.49.36.959 W000.41.52.907
N044.49.36.970 W000.41.52.716
N044.49.36.995 W000.41.52.506
N044.49.37.028 W000.41.52.326
N044.49.37.076 W000.41.52.132
N044.49.37.154 W000.41.51.911
N044.49.37.218 W000.41.51.749
N044.49.37.270 W000.41.51.561
N044.49.37.291 W000.41.51.422
N044.49.37.301 W000.41.51.303
N044.49.37.305 W000.41.51.157
N044.49.38.455 W000.41.52.485
N044.49.38.397 W000.41.52.553
N044.49.38.311 W000.41.52.688
N044.49.38.208 W000.41.52.885
N044.49.38.132 W000.41.53.068
N044.49.38.082 W000.41.53.217
N044.49.38.035 W000.41.53.390
N044.49.37.999 W000.41.53.576
N044.49.37.974 W000.41.53.750
N044.49.37.963 W000.41.53.896
N044.49.37.961 W000.41.54.038
N044.49.37.969 W000.41.54.173
N044.49.37.987 W000.41.54.330
N044.49.38.024 W000.41.54.546
N044.49.38.124 W000.41.55.051
N044.49.38.532 W000.41.56.983
N044.49.40.243 W000.42.05.108
N044.49.40.289 W000.42.05.257
N044.49.40.348 W000.42.05.392
N044.49.40.413 W000.42.05.512
N044.49.40.486 W000.42.05.614
N044.49.40.597 W000.42.05.720
N044.49.40.701 W000.42.05.786
N044.49.40.802 W000.42.05.822
N044.49.40.911 W000.42.05.837
N044.49.41.048 W000.42.05.828
N044.49.41.125 W000.42.05.805
N044.49.41.346 W000.42.06.814
N044.49.41.291 W000.42.06.846
N044.49.41.227 W000.42.06.888
N044.49.41.150 W000.42.06.956
N044.49.41.070 W000.42.07.037
N044.49.40.988 W000.42.07.152
N044.49.40.937 W000.42.07.238
N044.49.40.894 W000.42.07.340
N044.49.40.856 W000.42.07.456
N044.49.40.834 W000.42.07.567
N044.49.40.820 W000.42.07.698
N044.49.40.821 W000.42.07.832
N044.49.40.836 W000.42.07.951
N044.49.42.147 W000.42.14.161
N044.49.42.216 W000.42.14.436
N044.49.42.272 W000.42.14.614
N044.49.42.333 W000.42.14.805
N044.49.42.436 W000.42.15.112
N044.49.42.532 W000.42.15.363
N044.49.42.603 W000.42.15.536
N044.49.42.690 W000.42.15.707
N044.49.42.778 W000.42.15.855
N044.49.42.861 W000.42.15.978
N044.49.42.942 W000.42.16.069
N044.49.43.024 W000.42.16.141
N044.49.43.110 W000.42.16.189
N044.49.43.183 W000.42.16.204
N044.49.43.290 W000.42.16.192
N044.49.43.352 W000.42.16.171
N044.49.44.902 W000.42.18.007
N044.49.44.774 W000.42.18.328
N044.49.44.713 W000.42.18.497
N044.49.44.679 W000.42.18.606
N044.49.44.650 W000.42.18.727
N044.49.44.626 W000.42.18.837
N044.49.44.611 W000.42.18.952
N044.49.44.600 W000.42.19.057
N044.49.44.593 W000.42.19.189
N044.49.44.590 W000.42.19.364
N044.49.44.594 W000.42.19.498
N044.49.44.609 W000.42.19.631
N044.49.44.642 W000.42.19.840
N044.49.45.164 W000.42.22.495
N044.49.45.080 W000.42.22.439
N044.49.45.000 W000.42.22.395
N044.49.44.917 W000.42.22.357
N044.49.44.848 W000.42.22.334
N044.49.44.802 W000.42.22.324
N044.49.44.766 W000.42.22.328
N044.49.44.729 W000.42.22.351
N044.49.44.683 W000.42.22.410
N044.49.44.645 W000.42.22.482
N044.49.44.540 W000.42.22.729
N044.49.44.477 W000.42.22.899
N044.49.44.439 W000.42.23.017
N044.49.44.413 W000.42.23.109
N044.49.44.400 W000.42.23.186
N044.49.44.396 W000.42.23.279
N044.49.44.398 W000.42.23.359
N044.49.44.403 W000.42.23.483
N044.49.44.404 W000.42.23.637
N044.49.44.403 W000.42.24.805
N044.49.44.408 W000.42.24.906
N044.49.44.430 W000.42.25.025
N044.49.44.922 W000.42.27.325
N044.49.45.020 W000.42.27.698
N044.49.45.095 W000.42.27.861
N044.49.45.178 W000.42.27.981
N044.49.45.263 W000.42.28.076
N044.49.45.386 W000.42.28.161
N044.49.45.504 W000.42.28.206
N044.49.45.623 W000.42.28.221
N044.49.45.753 W000.42.28.206
N044.49.45.893 W000.42.28.152
N044.49.46.007 W000.42.28.075
N044.49.46.109 W000.42.27.972
N044.49.46.186 W000.42.27.856
N044.49.46.251 W000.42.27.736
N044.49.46.302 W000.42.27.603
N044.49.46.334 W000.42.27.471
N044.49.46.349 W000.42.27.347
N044.49.46.359 W000.42.27.198
N044.49.46.352 W000.42.27.067
N044.49.46.313 W000.42.26.880
N044.49.46.278 W000.42.26.713
N044.49.47.219 W000.42.26.058
N044.49.51.243 W000.42.20.412
N044.49.51.399 W000.42.20.176
N044.49.51.532 W000.42.19.966
N044.49.51.646 W000.42.19.729
N044.49.51.733 W000.42.19.524
N044.49.51.809 W000.42.19.277
N044.49.51.855 W000.42.18.999
N044.49.51.889 W000.42.18.742
N044.49.51.902 W000.42.18.475
N044.49.51.912 W000.42.18.081
N044.49.51.911 W000.42.17.749
N044.49.51.906 W000.42.17.487
N044.49.51.886 W000.42.17.235
N044.49.51.858 W000.42.17.000
N044.49.51.819 W000.42.16.751
N044.49.52.098 W000.42.17.561
N044.49.53.023 W000.42.17.869
N044.49.58.580 W000.42.10.076
N044.49.58.822 W000.42.09.749
N044.49.59.096 W000.42.09.528
N044.49.59.216 W000.42.09.432
N044.49.59.570 W000.42.09.281
N044.50.00.059 W000.42.09.159
N044.50.05.252 W000.42.01.724
N044.50.06.478 W000.42.03.323


COLOR_HardSurface2         
N044.49.37.305 W000.41.51.170
N044.49.37.306 W000.41.51.009
N044.49.37.303 W000.41.50.910
N044.49.37.294 W000.41.50.828
N044.49.37.279 W000.41.50.751
N044.49.37.250 W000.41.50.660
N044.49.37.182 W000.41.50.511
N044.49.37.291 W000.41.50.380
N044.49.37.404 W000.41.50.252
N044.49.37.569 W000.41.50.109
N044.49.37.704 W000.41.50.006
N044.49.37.836 W000.41.49.921
N044.49.37.999 W000.41.49.843
N044.49.38.189 W000.41.49.772
N044.49.38.384 W000.41.49.716
N044.49.38.585 W000.41.49.698
N044.49.38.776 W000.41.49.704
N044.49.38.955 W000.41.49.734
N044.49.39.123 W000.41.49.779
N044.49.39.296 W000.41.49.840
N044.49.39.459 W000.41.49.921
N044.49.39.610 W000.41.50.013
N044.49.39.768 W000.41.50.141
N044.49.39.893 W000.41.50.258
N044.49.40.000 W000.41.50.368
N044.49.40.125 W000.41.50.524
N044.49.40.211 W000.41.50.654
N044.49.40.311 W000.41.50.812
N044.49.40.393 W000.41.50.960
N044.49.40.467 W000.41.51.112
N044.49.40.530 W000.41.51.265
N044.49.40.590 W000.41.51.420
N044.49.40.644 W000.41.51.599
N044.49.40.713 W000.41.51.872
N044.49.40.753 W000.41.52.142
N044.49.40.780 W000.41.52.377
N044.49.40.787 W000.41.52.525
N044.49.40.793 W000.41.52.756
N044.49.40.837 W000.41.54.289
N044.49.40.837 W000.41.54.460
N044.49.40.845 W000.41.54.683
N044.49.40.872 W000.41.54.908
N044.49.40.980 W000.41.55.509
N044.49.41.487 W000.41.57.940
N044.49.42.196 W000.42.01.320
N044.49.42.573 W000.42.03.128
N044.49.42.656 W000.42.03.528
N044.49.42.712 W000.42.03.724
N044.49.42.784 W000.42.03.876
N044.49.42.867 W000.42.03.998
N044.49.42.966 W000.42.04.101
N044.49.43.055 W000.42.04.169
N044.49.43.182 W000.42.04.234
N044.49.43.295 W000.42.04.280
N044.49.43.442 W000.42.04.319
N044.49.44.152 W000.42.07.707
N044.49.44.957 W000.42.09.913
N044.49.45.337 W000.42.11.753
N044.49.48.176 W000.42.12.245
N044.49.48.073 W000.42.12.308
N044.49.48.007 W000.42.12.363
N044.49.47.948 W000.42.12.434
N044.49.46.147 W000.42.15.000
N044.49.46.095 W000.42.15.079
N044.49.46.043 W000.42.15.160
N044.49.46.001 W000.42.15.248
N044.49.45.954 W000.42.15.360
N044.49.44.900 W000.42.18.009
N044.49.43.346 W000.42.16.175
N044.49.43.401 W000.42.16.137
N044.49.43.457 W000.42.16.080
N044.49.43.510 W000.42.15.993
N044.49.43.555 W000.42.15.878
N044.49.43.584 W000.42.15.749
N044.49.43.598 W000.42.15.628
N044.49.43.607 W000.42.15.446
N044.49.43.611 W000.42.15.190
N044.49.43.602 W000.42.14.925
N044.49.43.579 W000.42.14.615
N044.49.43.556 W000.42.14.367
N044.49.43.530 W000.42.14.131
N044.49.43.481 W000.42.13.770
N044.49.43.436 W000.42.13.451
N044.49.43.382 W000.42.13.112
N044.49.43.318 W000.42.12.727
N044.49.43.246 W000.42.12.333
N044.49.43.138 W000.42.11.785
N044.49.42.234 W000.42.07.515
N044.49.42.194 W000.42.07.344
N044.49.42.140 W000.42.07.191
N044.49.42.069 W000.42.07.060
N044.49.41.988 W000.42.06.964
N044.49.41.897 W000.42.06.896
N044.49.41.791 W000.42.06.840
N044.49.41.697 W000.42.06.813
N044.49.41.601 W000.42.06.789
N044.49.41.518 W000.42.06.783
N044.49.41.448 W000.42.06.786
N044.49.41.398 W000.42.06.797
N044.49.41.343 W000.42.06.814
N044.49.41.121 W000.42.05.807
N044.49.41.201 W000.42.05.762
N044.49.41.289 W000.42.05.697
N044.49.41.374 W000.42.05.619
N044.49.41.454 W000.42.05.518
N044.49.41.523 W000.42.05.406
N044.49.41.574 W000.42.05.290
N044.49.41.611 W000.42.05.135
N044.49.41.630 W000.42.04.994
N044.49.41.638 W000.42.04.835
N044.49.41.636 W000.42.04.707
N044.49.41.621 W000.42.04.580
N044.49.41.566 W000.42.04.317
N044.49.39.842 W000.41.56.131
N044.49.39.296 W000.41.53.520
N044.49.39.149 W000.41.52.827
N044.49.39.113 W000.41.52.691
N044.49.39.086 W000.41.52.628
N044.49.39.049 W000.41.52.565
N044.49.38.993 W000.41.52.499
N044.49.38.918 W000.41.52.437
N044.49.38.837 W000.41.52.390
N044.49.38.760 W000.41.52.372
N044.49.38.686 W000.41.52.371
N044.49.38.626 W000.41.52.382
N044.49.38.540 W000.41.52.418
N044.49.38.453 W000.41.52.487


COLOR_HardSurface2         
N044.49.24.435 W000.42.04.690
N044.49.23.245 W000.42.06.153
N044.49.21.320 W000.42.08.466
N044.49.20.322 W000.42.09.709
N044.49.19.262 W000.42.11.002
N044.49.17.716 W000.42.12.789
N044.49.17.214 W000.42.13.408
N044.49.16.903 W000.42.13.868
N044.49.16.583 W000.42.14.536
N044.49.16.381 W000.42.15.168
N044.49.16.248 W000.42.15.820
N044.49.16.260 W000.42.16.139
