COLOR_GrasSurface          
N044.50.14.169 W000.42.02.242
N044.50.14.028 W000.42.02.127
N044.50.13.861 W000.42.02.011
N044.50.13.558 W000.42.01.822
N044.50.13.859 W000.42.00.845
N044.50.18.279 W000.42.03.566
N044.50.18.796 W000.42.02.850


COLOR_RunwayConcrete       
N044.50.17.667 W000.41.46.725
N044.50.18.392 W000.41.46.687
N044.50.18.422 W000.41.47.711
N044.50.17.696 W000.41.47.749


COLOR_RunwayGrass          
N044.49.25.426 W000.42.15.710
N044.49.29.017 W000.42.33.265
N044.49.27.449 W000.42.33.932
N044.49.23.842 W000.42.16.348


COLOR_Building             
N044.50.14.650 W000.41.40.503
N044.50.14.826 W000.41.40.740
N044.50.15.190 W000.41.40.244
N044.50.15.295 W000.41.40.384
N044.50.15.428 W000.41.40.201
N044.50.15.735 W000.41.40.645
N044.50.14.687 W000.41.42.086
N044.50.14.101 W000.41.41.253


COLOR_Building             
N044.50.13.053 W000.41.40.758
N044.50.13.135 W000.41.40.860
N044.50.13.206 W000.41.40.758
N044.50.13.420 W000.41.41.059
N044.50.13.454 W000.41.41.011
N044.50.13.617 W000.41.41.249
N044.50.13.053 W000.41.42.063
N044.50.12.574 W000.41.41.428


COLOR_Building             
N044.50.12.124 W000.41.41.358
N044.50.12.836 W000.41.42.349
N044.50.11.936 W000.41.43.637
N044.50.11.218 W000.41.42.649


COLOR_Building             
N044.50.10.871 W000.41.43.194
N044.50.10.943 W000.41.43.292
N044.50.10.993 W000.41.43.225
N044.50.11.612 W000.41.44.080
N044.50.10.514 W000.41.45.627
N044.50.09.831 W000.41.44.664


COLOR_Building             
N044.50.09.243 W000.41.46.882
N044.50.08.752 W000.41.46.191
N044.50.09.173 W000.41.45.592
N044.50.09.667 W000.41.46.276


COLOR_Building             
N044.50.08.675 W000.41.46.301
N044.50.09.381 W000.41.47.279
N044.50.07.396 W000.41.50.098
N044.50.07.385 W000.41.50.082
N044.50.07.122 W000.41.50.453
N044.50.07.139 W000.41.50.474
N044.50.06.242 W000.41.51.752
N044.50.05.531 W000.41.50.760
N044.50.06.421 W000.41.49.491
N044.50.06.843 W000.41.50.068
N044.50.07.105 W000.41.49.702
N044.50.06.688 W000.41.49.124


COLOR_Building             
N044.50.05.275 W000.41.51.101
N044.50.05.998 W000.41.52.103
N044.50.05.470 W000.41.52.879
N044.50.05.594 W000.41.53.049
N044.50.05.784 W000.41.52.786
N044.50.05.796 W000.41.52.779
N044.50.05.811 W000.41.52.779
N044.50.05.826 W000.41.52.786
N044.50.05.915 W000.41.52.905
N044.50.06.120 W000.41.52.621
N044.50.06.131 W000.41.52.619
N044.50.06.143 W000.41.52.622
N044.50.06.156 W000.41.52.633
N044.50.06.373 W000.41.52.934
N044.50.06.379 W000.41.52.950
N044.50.06.380 W000.41.52.968
N044.50.06.377 W000.41.52.983
N044.50.06.368 W000.41.52.997
N044.50.05.995 W000.41.53.529
N044.50.05.984 W000.41.53.535
N044.50.05.973 W000.41.53.534
N044.50.05.962 W000.41.53.527
N044.50.05.950 W000.41.53.510
N044.50.05.831 W000.41.53.673
N044.50.05.840 W000.41.53.688
N044.50.05.843 W000.41.53.701
N044.50.05.842 W000.41.53.717
N044.50.05.836 W000.41.53.732
N044.50.05.616 W000.41.54.050
N044.50.05.604 W000.41.54.058
N044.50.05.591 W000.41.54.056
N044.50.05.577 W000.41.54.046
N044.50.05.256 W000.41.53.590
N044.50.05.250 W000.41.53.576
N044.50.05.248 W000.41.53.557
N044.50.05.252 W000.41.53.543
N044.50.05.119 W000.41.53.363
N044.50.05.099 W000.41.53.392
N044.50.04.372 W000.41.52.387


COLOR_Building             
N044.49.56.332 W000.42.04.587
N044.49.57.306 W000.42.03.205
N044.49.57.193 W000.42.03.049
N044.49.58.031 W000.42.01.855
N044.49.58.144 W000.42.02.010
N044.49.59.308 W000.42.00.349
N044.49.59.197 W000.42.00.192
N044.49.59.669 W000.41.59.521
N044.50.00.003 W000.41.59.988
N044.50.00.072 W000.41.59.887
N044.50.01.060 W000.42.01.258
N044.49.57.555 W000.42.06.267


COLOR_Building             
N044.49.56.876 W000.42.05.986
N044.49.56.964 W000.42.05.858
N044.49.57.410 W000.42.06.480
N044.49.57.415 W000.42.06.519
N044.49.57.410 W000.42.06.554
N044.49.56.767 W000.42.07.488
N044.49.56.799 W000.42.07.569
N044.49.56.817 W000.42.07.660
N044.49.56.822 W000.42.07.772
N044.49.56.814 W000.42.07.904
N044.49.56.803 W000.42.08.025
N044.49.56.781 W000.42.08.122
N044.49.56.750 W000.42.08.188
N044.49.56.712 W000.42.08.243
N044.49.56.662 W000.42.08.281
N044.49.56.592 W000.42.08.309
N044.49.56.521 W000.42.08.305
N044.49.56.447 W000.42.08.266
N044.49.56.396 W000.42.08.226
N044.49.56.363 W000.42.08.168
N044.49.56.334 W000.42.08.090
N044.49.56.084 W000.42.08.450
N044.49.56.062 W000.42.08.467
N044.49.56.040 W000.42.08.470
N044.49.56.019 W000.42.08.464
N044.49.55.572 W000.42.07.850
N044.49.56.808 W000.42.06.080
N044.49.56.598 W000.42.05.817
N044.49.55.333 W000.42.07.606
N044.49.55.127 W000.42.07.899
N044.49.54.562 W000.42.07.141
N044.49.54.552 W000.42.07.116
N044.49.54.551 W000.42.07.091
N044.49.54.556 W000.42.07.070
N044.49.54.566 W000.42.07.049
N044.49.56.150 W000.42.04.789
N044.49.56.170 W000.42.04.774
N044.49.56.195 W000.42.04.773
N044.49.56.214 W000.42.04.780
N044.49.56.773 W000.42.05.552
N044.49.56.667 W000.42.05.708


COLOR_Building             
N044.49.55.345 W000.42.07.550
N044.49.55.854 W000.42.06.850
N044.49.56.076 W000.42.07.155
N044.49.55.576 W000.42.07.852


COLOR_Building             
N044.49.55.327 W000.42.07.900
N044.49.55.878 W000.42.08.658
N044.49.55.920 W000.42.08.736
N044.49.56.240 W000.42.09.362
N044.49.56.141 W000.42.09.502
N044.49.55.651 W000.42.09.017
N044.49.55.621 W000.42.08.984
N044.49.55.554 W000.42.08.895
N044.49.55.459 W000.42.09.031
N044.49.55.499 W000.42.09.092
N044.49.55.538 W000.42.09.153
N044.49.55.393 W000.42.09.374
N044.49.55.227 W000.42.09.609
N044.49.55.056 W000.42.09.856
N044.49.52.717 W000.42.13.193
N044.49.52.629 W000.42.13.059
N044.49.52.537 W000.42.12.932
N044.49.52.440 W000.42.12.794
N044.49.52.395 W000.42.12.730
N044.49.52.230 W000.42.12.970
N044.49.52.522 W000.42.13.374
N044.49.52.553 W000.42.13.419
N044.49.52.928 W000.42.14.092
N044.49.52.830 W000.42.14.225
N044.49.52.365 W000.42.13.727
N044.49.52.327 W000.42.13.684
N044.49.51.945 W000.42.13.147
N044.49.50.465 W000.42.15.259
N044.49.50.537 W000.42.15.356
N044.49.46.761 W000.42.20.735
N044.49.46.257 W000.42.20.053
N044.49.49.745 W000.42.15.085
N044.49.49.754 W000.42.15.097
N044.49.50.037 W000.42.14.691
N044.49.50.083 W000.42.14.740
N044.49.50.135 W000.42.14.804
N044.49.50.193 W000.42.14.881
N044.49.50.673 W000.42.14.201
N044.49.50.804 W000.42.14.379
N044.49.51.816 W000.42.12.938
N044.49.51.806 W000.42.12.927
N044.49.51.998 W000.42.12.650
N044.49.52.011 W000.42.12.669
N044.49.52.079 W000.42.12.573
N044.49.52.128 W000.42.12.640
N044.49.52.062 W000.42.12.735
N044.49.52.093 W000.42.12.781
N044.49.52.255 W000.42.12.546
N044.49.52.144 W000.42.12.396
N044.49.52.685 W000.42.11.611
N044.49.52.575 W000.42.11.459
N044.49.52.425 W000.42.11.676
N044.49.52.394 W000.42.11.632
N044.49.51.405 W000.42.13.048
N044.49.51.553 W000.42.13.259
N044.49.51.077 W000.42.13.948
N044.49.50.550 W000.42.13.216
N044.49.50.670 W000.42.13.051
N044.49.49.989 W000.42.12.095
N044.49.50.022 W000.42.12.044
N044.49.49.416 W000.42.11.202
N044.49.49.665 W000.42.10.840
N044.49.50.271 W000.42.11.677
N044.49.51.042 W000.42.12.739
N044.49.51.982 W000.42.11.398
N044.49.53.873 W000.42.08.678
N044.49.54.117 W000.42.08.337
N044.49.54.055 W000.42.08.240
N044.49.54.201 W000.42.08.035
N044.49.54.257 W000.42.08.114
N044.49.54.631 W000.42.07.596
N044.49.54.925 W000.42.08.008
N044.49.54.323 W000.42.08.872
N044.49.54.468 W000.42.09.072
N044.49.54.962 W000.42.08.363
N044.49.55.012 W000.42.08.424
N044.49.55.060 W000.42.08.485
N044.49.55.160 W000.42.08.352
N044.49.55.086 W000.42.08.246


COLOR_Building             
N044.49.52.337 W000.42.13.144
N044.49.52.518 W000.42.12.887
N044.49.52.572 W000.42.12.956
N044.49.52.390 W000.42.13.213


COLOR_Building             
N044.49.49.912 W000.42.12.774
N044.49.49.840 W000.42.12.668
N044.49.50.009 W000.42.12.429
N044.49.50.145 W000.42.12.623
N044.49.50.090 W000.42.12.706
N044.49.50.636 W000.42.13.467
N044.49.50.398 W000.42.13.812
N044.49.49.782 W000.42.12.962


COLOR_Building             
N044.49.51.854 W000.42.11.268
N044.49.51.106 W000.42.12.344
N044.49.50.052 W000.42.10.897
N044.49.49.869 W000.42.11.152
N044.49.49.768 W000.42.11.022
N044.49.50.884 W000.42.09.412
N044.49.49.453 W000.42.07.422
N044.49.49.989 W000.42.06.582
N044.49.50.948 W000.42.07.922
N044.49.52.330 W000.42.08.169
N044.49.53.045 W000.42.07.149
N044.49.53.889 W000.42.08.317
N044.49.53.776 W000.42.08.478
N044.49.53.911 W000.42.08.657
N044.49.51.982 W000.42.11.438


COLOR_Building             
N044.49.48.839 W000.42.08.357
N044.49.48.764 W000.42.08.261
N044.49.48.699 W000.42.08.171
N044.49.48.677 W000.42.08.138
N044.49.48.044 W000.42.09.026
N044.49.47.919 W000.42.08.853
N044.49.48.552 W000.42.07.965
N044.49.46.855 W000.42.05.614
N044.49.46.221 W000.42.06.509
N044.49.46.095 W000.42.06.327
N044.49.46.729 W000.42.05.442
N044.49.46.607 W000.42.05.260
N044.49.47.234 W000.42.04.367
N044.49.46.945 W000.42.03.958
N044.49.47.504 W000.42.03.156
N044.49.47.797 W000.42.03.563
N044.49.48.392 W000.42.02.724
N044.49.50.618 W000.42.05.808


COLOR_Building             
N044.49.46.841 W000.42.02.603
N044.49.46.509 W000.42.02.148
N044.49.46.237 W000.42.02.630
N044.49.46.566 W000.42.03.080
N044.49.46.167 W000.42.03.794
N044.49.45.493 W000.42.02.851
N044.49.45.379 W000.42.01.452
N044.49.44.692 W000.42.00.504
N044.49.44.614 W000.42.00.619
N044.49.44.456 W000.42.00.403
N044.49.43.849 W000.41.57.520
N044.49.43.955 W000.41.57.484
N044.49.43.788 W000.41.56.667
N044.49.43.706 W000.41.56.705
N044.49.43.383 W000.41.55.173
N044.49.43.480 W000.41.54.864
N044.49.43.555 W000.41.54.907
N044.49.43.526 W000.41.55.008
N044.49.43.765 W000.41.54.910
N044.49.43.727 W000.41.54.708
N044.49.44.317 W000.41.54.458
N044.49.45.318 W000.41.59.202
N044.49.45.235 W000.41.59.372
N044.49.46.765 W000.42.01.485
N044.49.46.649 W000.42.01.655
N044.49.46.726 W000.42.01.761
N044.49.46.707 W000.42.01.795
N044.49.47.062 W000.42.02.284


COLOR_Building             
N044.49.46.251 W000.42.03.955
N044.49.46.306 W000.42.03.874
N044.49.46.377 W000.42.03.973
N044.49.46.334 W000.42.04.034
N044.49.46.463 W000.42.04.213
N044.49.46.224 W000.42.04.547
N044.49.46.094 W000.42.04.362
N044.49.46.123 W000.42.04.322
N044.49.45.923 W000.42.04.035
N044.49.46.112 W000.42.03.762


COLOR_Building             
N044.49.42.359 W000.41.41.937
N044.49.42.232 W000.41.41.851
N044.49.42.153 W000.41.42.052
N044.49.41.865 W000.41.41.834
N044.49.41.686 W000.41.41.010
N044.49.41.788 W000.41.40.710
N044.49.42.009 W000.41.40.618
N044.49.41.934 W000.41.40.258
N044.49.41.740 W000.41.40.337
N044.49.41.531 W000.41.40.188
N044.49.41.351 W000.41.39.371
N044.49.41.504 W000.41.38.968
N044.49.41.673 W000.41.39.093
N044.49.41.761 W000.41.38.843
N044.49.41.799 W000.41.38.869
N044.49.41.821 W000.41.38.802
N044.49.41.790 W000.41.38.779
N044.49.40.620 W000.41.37.898
N044.49.40.863 W000.41.37.256
N044.49.42.292 W000.41.38.315
N044.49.42.127 W000.41.38.760
N044.49.42.244 W000.41.38.847
N044.49.42.414 W000.41.38.404
N044.49.42.666 W000.41.38.594
N044.49.42.425 W000.41.39.249
N044.49.42.385 W000.41.39.219
N044.49.42.360 W000.41.39.288
N044.49.42.398 W000.41.39.317
N044.49.42.307 W000.41.39.560
N044.49.42.479 W000.41.39.690
N044.49.42.325 W000.41.40.097
N044.49.42.084 W000.41.40.205
N044.49.42.160 W000.41.40.557
N044.49.42.382 W000.41.40.466
N044.49.42.671 W000.41.40.678
N044.49.42.558 W000.41.40.974
N044.49.42.699 W000.41.41.073
N044.49.42.828 W000.41.40.739
N044.49.49.282 W000.41.45.554
N044.49.48.293 W000.41.48.183
N044.49.41.837 W000.41.43.380


COLOR_Building             
N044.49.13.013 W000.42.16.792
N044.49.13.093 W000.42.16.446
N044.49.14.532 W000.42.17.155
N044.49.14.471 W000.42.17.396
N044.49.14.441 W000.42.17.382
N044.49.14.335 W000.42.17.672
N044.49.14.183 W000.42.18.142
N044.49.14.031 W000.42.18.609
N044.49.13.906 W000.42.19.097
N044.49.13.818 W000.42.19.515
N044.49.13.729 W000.42.19.994
N044.49.13.658 W000.42.20.484
N044.49.13.113 W000.42.20.263
N044.49.13.044 W000.42.20.576
N044.49.12.616 W000.42.20.403
N044.49.12.683 W000.42.20.079
N044.49.11.435 W000.42.19.532
N044.49.12.157 W000.42.16.356


COLOR_Building             
N044.49.12.385 W000.42.20.894
N044.49.13.455 W000.42.21.349
N044.49.13.298 W000.42.21.831
N044.49.13.149 W000.42.22.349
N044.49.13.036 W000.42.22.769
N044.49.12.933 W000.42.23.247
N044.49.12.833 W000.42.23.780
N044.49.12.769 W000.42.24.214
N044.49.12.723 W000.42.24.595
N044.49.12.672 W000.42.24.862
N044.49.11.187 W000.42.24.172
N044.49.11.122 W000.42.24.441
N044.49.10.267 W000.42.24.007
N044.49.11.157 W000.42.20.353
N044.49.11.340 W000.42.19.686
N044.49.12.542 W000.42.20.207


COLOR_Building             
N044.49.12.542 W000.42.25.690
N044.49.12.440 W000.42.26.139
N044.49.12.375 W000.42.26.109
N044.49.12.300 W000.42.26.326
N044.49.12.202 W000.42.26.581
N044.49.12.082 W000.42.26.977
N044.49.11.950 W000.42.27.384
N044.49.11.854 W000.42.27.708
N044.49.11.744 W000.42.28.157
N044.49.11.629 W000.42.28.676
N044.49.11.548 W000.42.29.119
N044.49.11.501 W000.42.29.442
N044.49.11.582 W000.42.29.477
N044.49.11.515 W000.42.29.758
N044.49.09.434 W000.42.28.793
N044.49.09.520 W000.42.28.449
N044.49.09.466 W000.42.28.422
N044.49.10.430 W000.42.24.666


COLOR_Building             
N044.49.17.150 W000.42.17.360
N044.49.17.141 W000.42.17.556
N044.49.17.110 W000.42.17.773
N044.49.17.039 W000.42.18.027
N044.49.16.922 W000.42.18.349
N044.49.16.357 W000.42.18.072
N044.49.16.380 W000.42.17.845
N044.49.16.429 W000.42.17.545
N044.49.16.508 W000.42.17.278
N044.49.16.595 W000.42.17.083


COLOR_Building             
N044.49.13.675 W000.42.29.285
N044.49.14.314 W000.42.29.588
N044.49.14.164 W000.42.30.241
N044.49.13.517 W000.42.29.924


COLOR_Building             
N044.49.13.314 W000.42.30.731
N044.49.13.484 W000.42.30.071
N044.49.14.105 W000.42.30.393
N044.49.13.961 W000.42.31.036


COLOR_Building             
N044.49.13.126 W000.42.31.547
N044.49.13.277 W000.42.30.889
N044.49.13.915 W000.42.31.185
N044.49.13.771 W000.42.31.860


COLOR_Building             
N044.49.10.924 W000.42.30.836
N044.49.11.441 W000.42.31.082
N044.49.10.934 W000.42.33.117
N044.49.10.409 W000.42.32.877


COLOR_Building             
N044.49.11.968 W000.42.37.897
N044.49.11.105 W000.42.37.002
N044.49.10.024 W000.42.39.140
N044.49.09.685 W000.42.38.773
N044.49.11.031 W000.42.36.238
N044.49.12.557 W000.42.37.820
N044.49.11.845 W000.42.39.175
N044.49.11.507 W000.42.38.819


COLOR_Building             
N044.49.13.058 W000.42.38.319
N044.49.13.483 W000.42.38.790
N044.49.12.138 W000.42.41.286
N044.49.11.705 W000.42.40.826


COLOR_Building             
N044.49.15.861 W000.42.42.524
N044.49.16.113 W000.42.42.800
N044.49.15.086 W000.42.44.680
N044.49.12.873 W000.42.42.373
N044.49.14.197 W000.42.39.852
N044.49.14.307 W000.42.39.966
N044.49.14.459 W000.42.39.728
N044.49.16.353 W000.42.41.618


COLOR_Building             
N044.49.20.560 W000.42.46.391
N044.49.20.477 W000.42.46.312
N044.49.19.940 W000.42.47.335
N044.49.19.801 W000.42.47.179
N044.49.20.460 W000.42.45.894
N044.49.21.114 W000.42.46.565
N044.49.20.054 W000.42.48.605
N044.49.19.648 W000.42.48.156


COLOR_Building             
N044.49.21.791 W000.42.47.382
N044.49.22.378 W000.42.47.999
N044.49.21.246 W000.42.50.251
N044.49.20.647 W000.42.49.646


COLOR_Building             
N044.49.22.977 W000.42.49.055
N044.49.22.652 W000.42.48.723
N044.49.22.859 W000.42.48.325
N044.49.22.944 W000.42.48.410
N044.49.22.974 W000.42.48.365
N044.49.23.102 W000.42.48.506
N044.49.23.017 W000.42.48.678
N044.49.23.112 W000.42.48.792


COLOR_Building             
N044.49.23.270 W000.42.49.136
N044.49.25.282 W000.42.51.273
N044.49.24.585 W000.42.52.664
N044.49.22.525 W000.42.50.523


COLOR_Building             
N044.50.07.623 W000.42.50.125
N044.50.07.768 W000.42.49.591
N044.50.07.250 W000.42.49.328
N044.50.07.584 W000.42.48.019
N044.50.08.636 W000.42.48.551
N044.50.08.155 W000.42.50.386


COLOR_Building             
N044.50.24.766 W000.42.47.938
N044.50.25.911 W000.42.45.879
N044.50.26.172 W000.42.46.171
N044.50.25.026 W000.42.48.232


COLOR_Building             
N044.50.35.027 W000.42.37.252
N044.50.35.095 W000.42.37.134
N044.50.37.154 W000.42.39.374
N044.50.37.135 W000.42.39.404
N044.50.37.369 W000.42.39.659
N044.50.35.173 W000.42.43.616
N044.50.34.896 W000.42.43.307
N044.50.34.772 W000.42.43.529
N044.50.35.032 W000.42.43.813
N044.50.34.000 W000.42.45.669
N044.50.34.034 W000.42.45.704
N044.50.32.419 W000.42.48.617
N044.50.32.081 W000.42.48.253
N044.50.30.624 W000.42.50.889
N044.50.29.264 W000.42.49.424
N044.50.28.972 W000.42.49.916
N044.50.27.523 W000.42.48.278
N044.50.27.782 W000.42.47.826
N044.50.30.120 W000.42.46.111
N044.50.34.990 W000.42.37.211


COLOR_Building             
N044.50.28.976 W000.42.49.908
N044.50.28.960 W000.42.49.938
N044.50.28.993 W000.42.49.973
N044.50.28.667 W000.42.50.576
N044.50.28.925 W000.42.50.854
N044.50.26.687 W000.42.54.892
N044.50.25.120 W000.42.53.138
N044.50.25.000 W000.42.53.333
N044.50.23.803 W000.42.52.025
N044.50.24.840 W000.42.50.166
N044.50.24.806 W000.42.50.131
N044.50.24.831 W000.42.50.067
N044.50.24.889 W000.42.50.022
N044.50.24.947 W000.42.49.967
N044.50.24.990 W000.42.49.917
N044.50.25.024 W000.42.49.858
N044.50.25.049 W000.42.49.801
N044.50.25.072 W000.42.49.728
N044.50.25.092 W000.42.49.641
N044.50.25.100 W000.42.49.596
N044.50.25.151 W000.42.49.508
N044.50.25.184 W000.42.49.544
N044.50.26.040 W000.42.47.994
N044.50.26.013 W000.42.47.957
N044.50.26.000 W000.42.47.915
N044.50.25.988 W000.42.47.857
N044.50.25.987 W000.42.47.806
N044.50.25.999 W000.42.47.746
N044.50.26.021 W000.42.47.695
N044.50.26.049 W000.42.47.661
N044.50.26.086 W000.42.47.635
N044.50.26.123 W000.42.47.626
N044.50.26.160 W000.42.47.628
N044.50.26.199 W000.42.47.642
N044.50.26.225 W000.42.47.670
N044.50.26.524 W000.42.47.996
N044.50.26.721 W000.42.47.661
N044.50.27.636 W000.42.48.661
N044.50.27.730 W000.42.48.486


COLOR_Building             
N044.50.29.494 W000.42.31.380
N044.50.29.911 W000.42.31.833
N044.50.29.889 W000.42.31.870
N044.50.30.679 W000.42.32.735
N044.50.30.265 W000.42.33.505
N044.50.30.709 W000.42.34.008
N044.50.30.367 W000.42.34.625
N044.50.29.924 W000.42.34.126
N044.50.29.483 W000.42.34.903
N044.50.28.692 W000.42.34.014
N044.50.28.708 W000.42.33.984
N044.50.28.307 W000.42.33.545


COLOR_Building             
N044.50.39.075 W000.42.30.171
N044.50.38.912 W000.42.30.466
N044.50.37.466 W000.42.28.885
N044.50.37.622 W000.42.28.599
N044.50.37.170 W000.42.28.080
N044.50.38.993 W000.42.24.755
N044.50.38.784 W000.42.24.531
N044.50.39.187 W000.42.23.780
N044.50.42.168 W000.42.27.033
N044.50.41.768 W000.42.27.755
N044.50.41.138 W000.42.27.033
N044.50.39.286 W000.42.30.389


COLOR_Building             
N044.50.46.814 W000.42.25.472
N044.50.46.537 W000.42.26.413
N044.50.44.330 W000.42.25.129
N044.50.44.567 W000.42.24.299
N044.50.44.965 W000.42.24.530
N044.50.44.997 W000.42.24.426
N044.50.42.066 W000.42.22.709
N044.50.44.513 W000.42.14.562
N044.50.44.460 W000.42.14.533
N044.50.44.433 W000.42.14.612
N044.50.43.830 W000.42.14.251
N044.50.44.559 W000.42.11.765
N044.50.45.171 W000.42.12.121
N044.50.45.151 W000.42.12.187
N044.50.45.198 W000.42.12.214
N044.50.46.135 W000.42.09.040
N044.50.48.887 W000.42.10.649
N044.50.48.082 W000.42.13.429
N044.50.48.392 W000.42.13.619
N044.50.48.073 W000.42.14.732
N044.50.48.113 W000.42.14.756
N044.50.47.290 W000.42.17.562
N044.50.47.231 W000.42.17.527
N044.50.46.904 W000.42.18.697
N044.50.46.582 W000.42.18.513
N044.50.46.008 W000.42.20.470
N044.50.46.388 W000.42.20.695
N044.50.46.553 W000.42.20.114
N044.50.49.702 W000.42.21.964
N044.50.49.530 W000.42.22.523
N044.50.50.027 W000.42.22.811
N044.50.48.882 W000.42.26.684


COLOR_Building             
N044.50.36.033 W000.42.06.869
N044.50.41.692 W000.42.10.152
N044.50.41.778 W000.42.09.846
N044.50.42.463 W000.42.10.250
N044.50.42.141 W000.42.11.355
N044.50.42.203 W000.42.11.389
N044.50.41.964 W000.42.12.201
N044.50.41.907 W000.42.12.170
N044.50.41.580 W000.42.13.276
N044.50.40.903 W000.42.12.866
N044.50.40.989 W000.42.12.563
N044.50.35.337 W000.42.09.271


COLOR_Building             
N044.50.36.311 W000.42.05.939
N044.50.38.092 W000.41.59.874
N044.50.39.372 W000.42.00.621
N044.50.37.596 W000.42.06.696


COLOR_Building             
N044.50.38.365 W000.41.58.950
N044.50.40.142 W000.41.52.892
N044.50.41.434 W000.41.53.645
N044.50.39.650 W000.41.59.703


COLOR_Building             
N044.50.41.265 W000.41.49.118
N044.50.43.990 W000.41.50.717
N044.50.44.076 W000.41.50.627
N044.50.44.051 W000.41.50.579
N044.50.44.210 W000.41.50.391
N044.50.43.919 W000.41.49.875
N044.50.46.698 W000.41.46.776
N044.50.46.856 W000.41.47.050
N044.50.47.460 W000.41.46.356
N044.50.48.009 W000.41.47.333
N044.50.48.061 W000.41.47.280
N044.50.48.448 W000.41.47.960
N044.50.48.397 W000.41.48.016
N044.50.48.948 W000.41.48.987
N044.50.48.362 W000.41.49.640
N044.50.48.250 W000.41.49.436
N044.50.45.286 W000.41.52.750
N044.50.45.248 W000.41.52.675
N044.50.44.757 W000.41.53.211
N044.50.43.484 W000.41.52.469
N044.50.43.496 W000.41.52.418
N044.50.40.760 W000.41.50.817


COLOR_Building             
N044.50.33.181 W000.42.06.528
N044.50.33.470 W000.42.06.696
N044.50.33.154 W000.42.07.802
N044.50.32.867 W000.42.07.654


COLOR_Building             
N044.50.33.433 W000.42.08.168
N044.50.32.891 W000.42.10.037
N044.50.30.513 W000.42.08.662
N044.50.31.049 W000.42.06.826
N044.50.31.513 W000.42.07.099
N044.50.31.179 W000.42.08.235
N044.50.31.401 W000.42.08.361
N044.50.31.606 W000.42.07.654
N044.50.32.589 W000.42.08.224
N044.50.32.503 W000.42.08.531
N044.50.32.704 W000.42.08.654
N044.50.32.927 W000.42.07.870


COLOR_Building             
N044.50.29.518 W000.42.08.289
N044.50.29.006 W000.42.07.975
N044.50.29.025 W000.42.07.907
N044.50.27.972 W000.42.07.317
N044.50.28.141 W000.42.06.734
N044.50.28.522 W000.42.06.963
N044.50.28.606 W000.42.06.691
N044.50.28.829 W000.42.06.827
N044.50.28.750 W000.42.07.094
N044.50.29.044 W000.42.07.264
N044.50.29.197 W000.42.06.755
N044.50.29.824 W000.42.07.125
N044.50.29.666 W000.42.07.709
N044.50.30.183 W000.42.08.010
N044.50.30.357 W000.42.07.427
N044.50.30.657 W000.42.07.608
N044.50.30.366 W000.42.08.604
N044.50.29.561 W000.42.08.124


COLOR_Building             
N044.50.20.321 W000.43.03.813
N044.50.20.867 W000.43.04.542
N044.50.20.940 W000.43.04.451
N044.50.21.440 W000.43.04.639
N044.50.21.761 W000.43.04.181
N044.50.22.103 W000.43.04.303
N044.50.21.054 W000.43.05.810
N044.50.21.276 W000.43.06.936
N044.50.21.223 W000.43.07.012
N044.50.21.574 W000.43.07.498
N044.50.21.382 W000.43.07.770
N044.50.19.450 W000.43.05.065


COLOR_Building             
N044.50.16.761 W000.42.53.977
N044.50.17.165 W000.42.54.518
N044.50.17.296 W000.42.54.328
N044.50.17.747 W000.42.54.930
N044.50.17.464 W000.42.55.334
N044.50.17.244 W000.42.55.038
N044.50.17.122 W000.42.55.223
N044.50.16.948 W000.42.54.989
N044.50.16.598 W000.42.55.501
N044.50.16.148 W000.42.54.881


COLOR_Stopbar       
N044.50.23.319 W000.42.07.870
N044.50.23.617 W000.42.06.938
N044.50.23.679 W000.42.06.977
N044.50.23.383 W000.42.07.912


COLOR_Stopbar       
N044.50.13.546 W000.42.01.816
N044.50.13.847 W000.42.00.836
N044.50.13.911 W000.42.00.875
N044.50.13.613 W000.42.01.858


COLOR_Stopbar       
N044.49.49.979 W000.42.55.232
N044.49.50.677 W000.42.54.943
N044.49.50.697 W000.42.55.046
N044.49.49.999 W000.42.55.335


COLOR_Stopbar       
N044.49.46.686 W000.42.39.524
N044.49.47.407 W000.42.39.216
N044.49.47.430 W000.42.39.330
N044.49.46.708 W000.42.39.626


COLOR_Stopbar       
N044.49.50.606 W000.43.15.716
N044.49.50.812 W000.43.16.697
N044.49.50.741 W000.43.16.726
N044.49.50.533 W000.43.15.744


COLOR_Stopbar       
N044.49.43.348 W000.42.39.441
N044.49.42.801 W000.42.38.666
N044.49.42.844 W000.42.38.615
N044.49.42.861 W000.42.38.595
N044.49.43.400 W000.42.39.368


COLOR_Stopbar       
N044.49.36.255 W000.41.58.628
N044.49.36.049 W000.41.57.650
N044.49.36.154 W000.41.57.614
N044.49.36.354 W000.41.58.592


COLOR_Stopbar       
N044.49.27.056 W000.42.02.230
N044.49.26.864 W000.42.01.629
N044.49.26.929 W000.42.01.579
N044.49.27.117 W000.42.02.186


COLOR_Stopbar       
N044.49.38.210 W000.42.46.711
N044.49.37.671 W000.42.45.998
N044.49.37.725 W000.42.45.919
N044.49.38.262 W000.42.46.636


