

COLOR_GrasSurface
N048.38.29.925 E004.53.26.185
N048.38.30.112 E004.53.26.278
N048.38.30.268 E004.53.26.292
N048.38.30.403 E004.53.26.227
N048.38.30.535 E004.53.26.101
N048.38.30.665 E004.53.25.896
N048.38.30.745 E004.53.25.637
N048.38.30.769 E004.53.25.390
N048.38.30.737 E004.53.25.151
N048.38.30.680 E004.53.24.958
N048.38.30.594 E004.53.24.792
N048.38.30.463 E004.53.24.637
N048.38.30.337 E004.53.24.548
N048.38.30.136 E004.53.24.525
N048.38.29.971 E004.53.24.573
N048.38.29.832 E004.53.24.708
N048.38.29.723 E004.53.24.872
N048.38.29.621 E004.53.25.059
N048.38.29.511 E004.53.25.179
N048.38.29.384 E004.53.25.251
N048.38.29.112 E004.53.25.307
N048.38.28.850 E004.53.25.311
N048.38.28.712 E004.53.25.263
N048.38.28.575 E004.53.25.100
N048.38.28.505 E004.53.24.960
N048.38.28.471 E004.53.24.741
N048.38.28.285 E004.53.23.124
N048.38.28.186 E004.53.22.472
N048.38.28.044 E004.53.21.915
N048.38.27.900 E004.53.21.404
N048.38.27.900 E004.53.21.406
N048.38.27.717 E004.53.20.888
N048.38.27.547 E004.53.20.492
N048.38.27.145 E004.53.20.865
N048.38.27.388 E004.53.21.465
N048.38.27.586 E004.53.22.088
N048.38.27.751 E004.53.22.828
N048.38.27.856 E004.53.23.550
N048.38.28.063 E004.53.25.402
N048.38.28.861 E004.53.32.483
N048.38.29.161 E004.53.34.875
N048.38.29.188 E004.53.35.262
N048.38.29.159 E004.53.35.522
N048.38.29.080 E004.53.35.726
N048.38.28.950 E004.53.35.921
N048.38.28.775 E004.53.36.010
N048.38.28.442 E004.53.36.125
N048.38.28.332 E004.53.36.134
N048.38.28.231 E004.53.36.118
N048.38.28.113 E004.53.36.060
N048.38.27.949 E004.53.35.944
N048.38.27.787 E004.53.35.874
N048.38.27.680 E004.53.35.841
N048.38.27.535 E004.53.35.831
N048.38.27.383 E004.53.35.873
N048.38.27.234 E004.53.36.007
N048.38.27.131 E004.53.36.234
N048.38.27.065 E004.53.36.465
N048.38.27.053 E004.53.36.736
N048.38.27.096 E004.53.36.987
N048.38.27.214 E004.53.37.269
N048.38.27.345 E004.53.37.434
N048.38.27.505 E004.53.37.530
N048.38.27.654 E004.53.37.542
N048.38.27.798 E004.53.37.519
N048.38.27.946 E004.53.37.435
N048.38.28.051 E004.53.37.309
N048.38.28.129 E004.53.37.150
N048.38.28.224 E004.53.36.988
N048.38.28.343 E004.53.36.893
N048.38.28.495 E004.53.36.830
N048.38.29.083 E004.53.36.658
N048.38.29.190 E004.53.36.675
N048.38.29.294 E004.53.36.785
N048.38.29.364 E004.53.36.941
N048.38.29.411 E004.53.37.231
N048.38.29.580 E004.53.39.119
N048.38.29.581 E004.53.39.448
N048.38.29.534 E004.53.39.690
N048.38.29.457 E004.53.39.843
N048.38.29.311 E004.53.39.999
N048.38.29.137 E004.53.40.061
N048.38.28.756 E004.53.40.109
N048.38.28.641 E004.53.40.094
N048.38.28.533 E004.53.40.050
N048.38.28.415 E004.53.39.967
N048.38.28.412 E004.53.39.964
N048.38.28.293 E004.53.39.834
N048.38.28.178 E004.53.39.740
N048.38.28.055 E004.53.39.687
N048.38.27.938 E004.53.39.686
N048.38.27.766 E004.53.39.752
N048.38.27.633 E004.53.39.883
N048.38.27.510 E004.53.40.125
N048.38.27.439 E004.53.40.371
N048.38.27.433 E004.53.40.626
N048.38.27.471 E004.53.40.891
N048.38.27.557 E004.53.41.130
N048.38.27.701 E004.53.41.315
N048.38.27.886 E004.53.41.436
N048.38.28.063 E004.53.41.439
N048.38.28.197 E004.53.41.409
N048.38.28.345 E004.53.41.288
N048.38.28.450 E004.53.41.174
N048.38.28.556 E004.53.41.002
N048.38.28.634 E004.53.40.918
N048.38.28.738 E004.53.40.875
N048.38.29.273 E004.53.40.809
N048.38.29.429 E004.53.40.819
N048.38.29.558 E004.53.40.886
N048.38.29.661 E004.53.41.050
N048.38.29.695 E004.53.41.250
N048.38.29.689 E004.53.42.082
N048.38.29.632 E004.53.42.668
N048.38.29.549 E004.53.43.362
N048.38.29.373 E004.53.44.206
N048.38.29.192 E004.53.44.922
N048.38.29.002 E004.53.45.507
